Energy [keV],Net Count Rate
9.219,13851
9.239,13768
9.259,13960
9.279,13927
9.299,13849
9.319,13951
9.34,13905
9.36,13879
9.38,13884
9.4,13948
9.42,13850
9.44,13867
9.46,14117
9.48,13992
9.5,13980
9.52,13747
9.54,13886
9.56,13926
9.581,14024
9.601,13889
9.621,13918
9.641,13816
9.661,13995
9.681,13959
9.701,13772
9.721,14073
9.741,13802
9.761,14005
9.781,13799
9.801,13900
9.822,13878
9.842,13549
9.862,13750
9.882,13614
9.902,13695
9.922,13565
9.942,13820
9.962,13770
9.982,13613
10.002,13562
10.022,13658
10.042,13229
10.063,13691
10.083,13474
10.103,13669
10.123,13498
10.143,13745
10.163,13241
10.183,13451
10.203,13499
10.223,13492
10.243,13202
10.263,13298
10.284,13163
10.304,13377
10.324,13354
10.344,13334
10.364,13270
10.384,13421
10.404,13055
10.424,13307
10.444,13271
10.464,13251
10.484,13029
10.504,12999
10.525,12829
10.545,12992
10.565,13038
10.585,12996
10.605,13199
10.625,13030
10.645,12565
10.665,13044
10.685,12819
10.705,12879
10.725,12967
10.745,12771
10.766,12810
10.786,12673
10.806,12723
10.826,12748
10.846,12456
10.866,12542
10.886,12475
10.906,12708
10.926,12503
10.946,12504
10.966,12443
10.986,12657
11.007,12445
11.027,12363
11.047,12390
11.067,12116
11.087,12366
11.107,12314
11.127,12194
11.147,12285
11.167,12259
11.187,12342
11.207,12010
11.228,12108
11.248,11953
11.268,12175
11.288,12163
11.308,12183
11.328,12108
11.348,12005
11.368,11825
11.388,11923
11.408,11999
11.428,11808
11.448,11938
11.469,11919
11.489,11624
11.509,11735
11.529,11921
11.549,11569
11.569,11785
11.589,11522
11.609,11729
11.629,11443
11.649,11513
11.669,11535
11.689,11303
11.71,11463
11.73,11394
11.75,11293
11.77,11405
11.79,11224
11.81,11137
11.83,11264
11.85,11314
11.87,11215
11.89,11067
11.91,11082
11.93,10926
11.951,11126
11.971,10946
11.991,11112
12.011,10983
12.031,10813
12.051,11013
12.071,10700
12.091,10738
12.111,10793
12.131,10841
12.151,10560
12.172,10634
12.192,10588
12.212,10631
12.232,10469
12.252,10614
12.272,10574
12.292,10380
12.312,10526
12.332,10386
12.352,10376
12.372,10554
12.392,10208
12.413,10434
12.433,10238
12.453,10164
12.473,10240
12.493,10064
12.513,10045
12.533,10075
12.553,9826
12.573,9982
12.593,10044
12.613,9967
12.633,9967
12.654,9924
