Energy [keV],Net Count Rate
13.598,11054
13.618,10975
13.638,10626
13.658,10686
13.678,10888
13.698,10792
13.718,10586
13.738,10698
13.758,10665
13.778,10675
13.799,10470
13.819,10394
13.839,10318
13.859,10431
13.879,10371
13.899,10155
13.919,10250
13.939,10356
13.959,10336
13.979,10503
13.999,10428
14.019,9986
14.04,10378
14.06,10245
14.08,10121
14.1,10286
14.12,10137
14.14,10096
14.16,10025
14.18,10055
14.2,9831
14.22,9890
14.24,10092
14.26,9782
14.281,9758
14.301,9677
14.321,9807
14.341,9672
14.361,9652
14.381,9546
14.401,9585
14.421,9571
14.441,9527
14.461,9552
14.481,9285
14.502,9710
14.522,9452
14.542,9451
14.562,9501
14.582,9332
14.602,9324
14.622,9158
14.642,9213
14.662,9250
14.682,9149
14.702,9104
14.722,9076
14.743,9163
14.763,8992
14.783,9079
14.803,8981
14.823,9012
14.843,8957
14.863,8927
14.883,8824
14.903,9025
14.923,8653
14.943,8700
14.963,8737
14.984,8677
15.004,8618
15.024,8674
15.044,8552
15.064,8552
15.084,8693
15.104,8721
15.124,8403
15.144,8332
15.164,8192
15.184,8369
15.204,8525
15.225,8387
15.245,8372
15.265,8307
15.285,8191
15.305,8313
15.325,8333
15.345,8350
15.365,8064
15.385,8027
15.405,8041
15.425,8104
15.446,8150
15.466,7983
15.486,8004
15.506,8036
15.526,7957
15.546,7889
15.566,7758
15.586,7939
15.606,7706
15.626,7586
15.646,7746
15.666,7844
15.687,7628
15.707,7790
15.727,7705
15.747,7597
15.767,7738
15.787,7567
15.807,7515
15.827,7592
15.847,7554
15.867,7439
15.887,7352
15.907,7409
15.928,7375
15.948,7200
15.968,7381
15.988,7240
16.008,7102
16.028,7135
16.048,7226
16.068,7208
16.088,7215
16.108,7038
16.128,7186
16.149,6990
16.169,7134
16.189,7102
16.209,7180
16.229,7026
16.249,6863
16.269,7009
16.289,6918
16.309,6803
16.329,6815
16.349,6789
16.369,6842
16.39,6833
16.41,6704
16.43,6675
16.45,6751
