X (m/z),Y (Intensity)
807.67,0.35087719298245723
819.18,0.35087719298245723
823.02,0.35087719298245723
846.04,0.35087719298245723
849.88,0.35087719298245723
857.55,0.35087719298245723
861.39,1.0526315789473717
865.23,1.0526315789473717
869.06,0.35087719298245723
880.58,0.35087719298245723
884.41,0.7017543859649145
888.25,0.7017543859649145
892.09,0.35087719298245723
895.92,0.35087719298245723
899.76,0.35087719298245723
903.6,0.35087719298245723
907.43,0.7017543859649145
911.27,0.35087719298245723
915.11,0.35087719298245723
918.94,0.35087719298245723
922.78,0.35087719298245723
926.62,0.7017543859649145
930.46,0.7017543859649145
934.29,0.35087719298245723
938.13,0.35087719298245723
941.97,0.35087719298245723
945.8,0.35087719298245723
949.64,0.35087719298245723
953.48,0.35087719298245723
957.31,0.35087719298245723
961.15,0.35087719298245723
964.99,0.35087719298245723
968.82,0.35087719298245723
972.66,0.35087719298245723
976.5,0.35087719298245723
980.34,0.35087719298245723
984.17,0.7017543859649145
988.01,1.0526315789473717
991.85,0.7017543859649145
995.68,0.35087719298245723
999.52,0.35087719298245723
1003.36,0.7017543859649145
1007.19,0.7017543859649145
1011.03,1.0526315789473717
1014.87,0.35087719298245723
1018.71,0.7017543859649145
1022.54,0.7017543859649145
1026.38,0.7017543859649145
1030.22,0.7017543859649145
1034.05,0.7017543859649145
1037.89,0.7017543859649145
1041.73,1.7543859649122862
1045.56,1.0526315789473717
1049.4,0.7017543859649145
1053.24,0.7017543859649145
1057.07,0.7017543859649145
1060.91,1.0526315789473717
1064.75,1.0526315789473717
1068.59,0.7017543859649145
1072.42,0.7017543859649145
1076.26,1.0526315789473717
1080.1,0.7017543859649145
1083.93,1.0526315789473717
1087.77,1.0526315789473717
1091.61,0.7017543859649145
1095.44,0.7017543859649145
1099.28,0.7017543859649145
1103.12,1.0526315789473717
1106.95,1.0526315789473717
1110.79,1.0526315789473717
1114.63,1.0526315789473717
1118.47,1.0526315789473717
1122.3,0.7017543859649145
1126.14,0.7017543859649145
1129.98,1.0526315789473717
1133.81,1.0526315789473717
