X (m/z),Y (Intensity)
1501.69,1.0489510489510523
1505.54,1.0489510489510523
1509.4,1.0489510489510523
1513.25,1.0489510489510523
1517.11,1.0489510489510523
1520.96,1.0489510489510523
1524.82,1.0489510489510523
1528.67,1.0489510489510523
1532.53,0.6993006993006978
1536.39,1.0489510489510523
1540.24,1.0489510489510523
1544.1,1.0489510489510523
1547.95,0.6993006993006978
1551.81,0.6993006993006978
1555.66,0.6993006993006978
1559.52,1.0489510489510523
1563.37,1.0489510489510523
1567.23,1.0489510489510523
1571.08,1.0489510489510523
1574.94,1.0489510489510523
1578.8,1.0489510489510523
1582.65,1.0489510489510523
1586.51,1.3986013986013957
1590.36,3.4965034965035002
1594.22,3.1468531468531458
1598.07,1.7482517482517501
1601.93,2.0979020979020935
1605.78,1.0489510489510523
1609.64,1.0489510489510523
1613.49,1.0489510489510523
1617.35,1.0489510489510523
1621.2,1.0489510489510523
1625.06,1.0489510489510523
1628.92,1.0489510489510523
1632.77,1.0489510489510523
1636.63,1.0489510489510523
1640.48,1.3986013986013957
1644.34,1.0489510489510523
1648.19,1.0489510489510523
1652.05,1.0489510489510523
1655.9,1.0489510489510523
1659.76,1.0489510489510523
1663.61,0.6993006993006978
1667.47,1.0489510489510523
1671.33,1.0489510489510523
1675.18,0.6993006993006978
1679.04,0.6993006993006978
1682.89,1.0489510489510523
1686.75,1.0489510489510523
1690.6,1.0489510489510523
1694.46,1.0489510489510523
1698.31,1.0489510489510523
1702.17,1.0489510489510523
1706.02,1.0489510489510523
1709.88,1.0489510489510523
1713.73,1.0489510489510523
1717.59,1.0489510489510523
1721.45,1.0489510489510523
1725.3,1.3986013986013957
1729.16,5.24475524475524
1733.01,5.24475524475524
1736.87,2.447552447552448
1740.72,5.944055944055949
1744.58,5.944055944055949
1748.43,1.7482517482517501
1752.29,1.3986013986013957
1756.14,1.3986013986013957
1760.0,1.0489510489510523
1763.86,1.0489510489510523
1767.71,1.0489510489510523
1771.57,1.0489510489510523
1775.42,0.6993006993006978
1779.28,0.6993006993006978
1783.13,0.6993006993006978
1786.99,0.6993006993006978
1790.84,0.6993006993006978
1794.7,0.6993006993006978
1798.55,0.6993006993006978
1802.41,0.6993006993006978
1806.27,1.0489510489510523
1810.12,1.0489510489510523
1813.98,1.7482517482517501
1817.83,1.3986013986013957
1821.69,1.0489510489510523
1825.54,1.0489510489510523
1829.4,1.0489510489510523
1833.25,1.0489510489510523
1837.11,0.6993006993006978
1840.96,0.6993006993006978
1844.82,0.6993006993006978
1848.67,1.0489510489510523
1852.53,1.0489510489510523
1856.39,1.0489510489510523
1860.24,1.0489510489510523
1864.1,1.0489510489510523
1867.95,1.0489510489510523
1871.81,1.0489510489510523
1875.66,1.0489510489510523
1879.52,1.7482517482517501
1883.37,1.3986013986013957
1887.23,1.3986013986013957
1891.08,2.447552447552448
1894.94,3.1468531468531458
1898.8,3.1468531468531458
1902.65,2.7972027972028024
1906.51,29.72027972027972
1910.36,34.61538461538461
1914.22,26.22377622377622
1918.07,6.99300699300699
1921.93,6.643356643356646
1925.78,3.1468531468531458
1929.64,1.3986013986013957
1933.49,2.0979020979020935
1937.35,2.0979020979020935
1941.2,1.0489510489510523
1945.06,0.6993006993006978
1948.92,0.6993006993006978
1952.77,0.6993006993006978
1956.63,0.6993006993006978
1960.48,0.6993006993006978
1964.34,0.6993006993006978
1968.19,0.6993006993006978
1972.05,0.6993006993006978
1975.9,0.6993006993006978
1979.76,0.6993006993006978
1983.61,0.6993006993006978
1987.47,0.6993006993006978
1991.33,0.6993006993006978
1995.18,0.6993006993006978
1999.04,0.6993006993006978
2002.89,0.6993006993006978
2006.75,0.6993006993006978
2010.6,0.6993006993006978
2014.46,1.0489510489510523
2018.31,1.0489510489510523
2022.17,1.3986013986013957
2026.02,1.0489510489510523
2029.88,1.0489510489510523
2033.73,1.0489510489510523
2037.59,1.0489510489510523
2041.45,1.0489510489510523
2045.3,0.6993006993006978
2049.16,0.6993006993006978
2053.01,0.6993006993006978
2056.87,0.6993006993006978
2060.72,0.6993006993006978
2064.58,0.6993006993006978
2068.43,1.0489510489510523
2072.29,0.6993006993006978
2076.14,0.6993006993006978
2080.0,0.6993006993006978
2083.86,0.6993006993006978
2087.71,0.6993006993006978
2091.57,0.6993006993006978
2095.42,0.6993006993006978
2099.28,0.6993006993006978
2103.13,0.6993006993006978
2106.99,1.0489510489510523
2110.84,1.0489510489510523
2114.7,0.6993006993006978
2118.55,0.6993006993006978
2122.41,0.6993006993006978
2126.27,1.0489510489510523
2130.12,1.0489510489510523
2133.98,1.0489510489510523
2137.83,1.0489510489510523
2141.69,1.0489510489510523
2145.54,1.0489510489510523
2149.4,1.0489510489510523
2153.25,1.3986013986013957
2157.11,2.0979020979020935
2160.96,2.0979020979020935
2164.82,1.3986013986013957
2168.67,9.090909090909093
2172.53,7.342657342657343
2176.39,1.7482517482517501
2180.24,1.7482517482517501
2184.1,1.3986013986013957
2187.95,1.7482517482517501
2191.81,2.0979020979020935
2195.66,1.3986013986013957
2199.52,1.0489510489510523
2203.37,1.0489510489510523
2207.23,1.0489510489510523
2211.08,1.0489510489510523
2214.94,1.0489510489510523
2218.8,1.0489510489510523
2222.65,0.6993006993006978
2226.51,1.0489510489510523
2230.36,1.0489510489510523
2234.22,1.0489510489510523
2238.07,1.0489510489510523
2241.93,1.0489510489510523
2245.78,1.0489510489510523
2249.64,1.7482517482517501
2253.49,1.7482517482517501
2257.35,1.3986013986013957
2261.2,1.0489510489510523
2265.06,1.3986013986013957
2268.92,1.3986013986013957
2272.77,2.447552447552448
2276.63,3.8461538461538436
2280.48,3.1468531468531458
2284.34,3.4965034965035002
2288.19,3.8461538461538436
2292.05,2.7972027972028024
2295.9,2.447552447552448
2299.76,2.447552447552448
2303.61,3.4965034965035002
2307.47,3.8461538461538436
2311.33,4.895104895104896
2315.18,23.076923076923073
2319.04,76.57342657342657
2322.89,76.57342657342657
2326.75,34.96503496503497
2330.6,13.636363636363635
2334.46,10.839160839160844
2338.31,7.342657342657343
2342.17,5.594405594405593
2346.02,5.24475524475524
2349.88,1.7482517482517501
2353.73,1.7482517482517501
2357.59,5.594405594405593
2361.45,5.594405594405593
2365.3,3.4965034965035002
2369.16,1.3986013986013957
2373.01,1.0489510489510523
2376.87,1.0489510489510523
2380.72,1.0489510489510523
2384.58,1.0489510489510523
2388.43,0.6993006993006978
2392.29,0.6993006993006978
2396.14,0.6993006993006978
2400.0,0.6993006993006978
2403.86,0.6993006993006978
2407.71,0.6993006993006978
2411.57,0.6993006993006978
2415.42,0.6993006993006978
2419.28,0.6993006993006978
2423.13,0.6993006993006978
2426.99,0.6993006993006978
2430.84,0.6993006993006978
2434.7,1.0489510489510523
2438.55,1.7482517482517501
2442.41,1.0489510489510523
2446.27,0.6993006993006978
2450.12,0.6993006993006978
2453.98,0.6993006993006978
2457.83,0.6993006993006978
2461.69,0.6993006993006978
2465.54,0.6993006993006978
2469.4,0.6993006993006978
2473.25,1.0489510489510523
2477.11,1.0489510489510523
2480.96,1.0489510489510523
2484.82,1.0489510489510523
2488.67,0.6993006993006978
2492.53,0.6993006993006978
2496.39,0.6993006993006978
2500.24,0.6993006993006978
2504.1,0.6993006993006978
2507.95,0.6993006993006978
2511.81,0.6993006993006978
2515.66,0.6993006993006978
2519.52,0.6993006993006978
2523.37,0.6993006993006978
2527.23,0.6993006993006978
2531.08,0.6993006993006978
2534.94,0.6993006993006978
2538.8,1.0489510489510523
2542.65,1.0489510489510523
2546.51,1.0489510489510523
2550.36,0.6993006993006978
2554.22,0.6993006993006978
2558.07,1.0489510489510523
2561.93,1.0489510489510523
2565.78,1.3986013986013957
2569.64,1.7482517482517501
2573.49,1.3986013986013957
2577.35,9.440559440559436
2581.2,9.790209790209792
2585.06,2.0979020979020935
2588.92,2.447552447552448
2592.77,2.447552447552448
2596.63,1.7482517482517501
2600.48,1.7482517482517501
2604.34,2.0979020979020935
2608.19,2.0979020979020935
2612.05,2.447552447552448
2615.9,5.24475524475524
2619.76,5.24475524475524
2623.61,1.3986013986013957
2627.47,1.3986013986013957
2631.33,1.0489510489510523
2635.18,1.0489510489510523
2639.04,1.0489510489510523
2642.89,0.6993006993006978
2646.75,0.6993006993006978
2650.6,0.6993006993006978
2654.46,0.6993006993006978
2658.31,0.6993006993006978
2662.17,0.6993006993006978
2666.02,0.6993006993006978
2669.88,0.6993006993006978
2673.73,0.6993006993006978
2677.59,0.6993006993006978
2681.45,0.6993006993006978
2685.3,0.6993006993006978
2689.16,0.6993006993006978
2693.01,0.6993006993006978
2696.87,0.6993006993006978
2700.72,0.6993006993006978
2704.58,0.6993006993006978
2708.43,0.6993006993006978
2712.29,0.6993006993006978
2716.14,0.6993006993006978
2720.0,0.6993006993006978
2723.86,0.6993006993006978
2727.71,0.6993006993006978
2731.57,0.6993006993006978
2735.42,0.6993006993006978
2739.28,0.6993006993006978
2743.13,0.6993006993006978
