Wavenumber [cm-1],Raman Intensity
160.07,18946.67
162.55,19366.33
165.03,19312.33
167.5,19659
169.97,19864
172.45,19836.33
174.92,20211.33
177.39,20352.33
179.86,20461
182.33,20741
184.8,21005.33
187.27,21084
189.74,21378
192.2,21490
194.67,21693.33
197.14,21811.67
199.6,21729
202.06,21906
204.53,22021.67
206.99,22012.67
209.45,21326.81
211.91,21391.67
214.37,21441.54
216.83,21492.06
219.29,21534.5
221.74,21572.43
224.2,21608.82
226.65,21635.72
229.11,21663.58
231.56,21686.54
234.02,21699.33
236.47,21705.16
238.92,21709.59
241.37,21704.81
243.82,21695.59
246.27,21677.22
248.72,21659.03
251.16,21641.24
253.61,21618.12
256.06,21592.11
258.5,21565.37
260.95,21536.65
263.39,21510.89
265.83,21478.89
268.27,21447.48
270.71,21418.59
273.15,21385.52
275.59,21354.94
278.03,21327.67
280.47,21295.89
282.91,21260.51
285.34,21228.8
287.78,21200.37
290.21,21171.89
292.64,21147.74
295.08,21119.24
297.51,21092.54
299.94,21065.94
302.37,21041.21
304.8,21013.96
307.23,20985.99
309.66,20963.97
312.08,20931.72
314.51,20907.95
316.94,20886.25
319.36,20859.17
321.78,20835.22
324.21,20810.84
326.63,20785.39
329.05,20757.94
331.47,20731.97
333.89,20708.62
336.31,20688.33
338.73,20670.74
341.15,20652.13
343.56,20635.72
345.98,20626.14
348.39,20614.35
350.81,20603.92
353.22,20593.35
355.63,20580.16
358.04,20566.14
360.46,20555.89
362.87,20542.14
365.27,20534.57
367.68,20524.54
370.09,20512.74
372.5,20501.15
374.9,20488.48
377.31,20480.02
379.71,20471.97
382.12,20466.5
384.52,20459.17
386.92,20462.72
389.32,20455.64
391.72,20447.92
394.12,20441.29
396.52,20435.49
398.92,20429.74
401.32,20422.61
403.71,20417.25
406.11,20415.43
408.5,20408.76
410.9,20405.33
413.29,20400.57
415.68,20387.02
418.07,20379.77
420.46,20369.45
422.85,20357.41
425.24,20346.55
427.63,20336.93
430.02,20324.16
432.4,20312.01
434.79,20297.19
437.17,20276.98
439.56,20264.21
441.94,20248.75
444.32,20231.3
446.71,20210.85
449.09,20189.5
451.47,20166.65
453.85,20146.9
456.22,20128.15
458.6,20107.78
460.98,20086.71
463.35,20067.49
465.73,20044.24
468.1,20022.43
470.48,20002.88
472.85,19977.9
475.22,19952.58
477.59,19926.26
479.96,19896.99
482.33,19866.36
484.7,19825.84
487.07,19801.54
489.44,19765.99
491.8,19732.98
494.17,19696.85
496.53,19662.32
498.9,19635.08
501.26,19598.63
503.62,19563.96
505.98,19529.31
508.34,19497.86
510.7,19457.79
513.06,19427.76
515.42,19397.02
517.78,19363.34
520.14,19334.75
522.49,19301.92
524.85,19267.32
527.2,19240.51
529.55,19213.89
531.91,19183.11
534.26,19152.98
536.61,19118.24
538.96,19085.03
541.31,19051.57
543.66,19020.63
546,18987.75
548.35,18963.22
550.7,18936.49
553.04,18905.03
555.39,18875.32
557.73,18848.14
560.07,18813.36
562.41,18783.23
564.76,18755.63
567.1,18729.93
569.44,18706.59
571.77,18682.13
574.11,18657.86
576.45,18636.76
578.79,18615.58
581.12,18587.67
583.46,18549.46
585.79,18518.81
588.12,18485.06
590.46,18454.02
592.79,18422.7
595.12,18383.62
597.45,18349.49
599.78,18310.79
602.1,18274.73
604.43,18237.02
606.76,18204.12
609.08,18165.85
611.41,18125.11
613.73,18091.28
616.06,18052.98
618.38,18019.19
620.7,17986.7
623.02,17946
625.34,17903.73
627.66,17870.28
629.98,17838.7
632.3,17803.72
634.61,17768.05
636.93,17730.95
639.25,17693.67
641.56,17659.54
643.87,17619.4
646.19,17577.98
648.5,17548.46
650.81,17513.23
653.12,17477.28
655.43,17448.77
657.74,17421.55
660.05,17388.27
662.35,17356.5
664.66,17323.79
666.97,17292.98
669.27,17263.76
671.57,17236.83
673.88,17207.2
676.18,17180.85
678.48,17159.04
680.78,17140.74
683.08,17121.53
685.38,17099.28
687.68,17078.59
689.98,17054.53
692.27,17036.76
694.57,17018.84
696.86,16999.85
699.16,16982.16
701.45,16964.68
703.74,16949.03
706.04,16935.74
708.33,16919.59
710.62,16903.91
712.91,16887.63
715.2,16867.01
717.48,16854.45
719.77,16842.06
722.06,16819.53
724.34,16799.66
726.63,16788.13
728.91,16770.96
731.19,16752.12
733.48,16736.73
735.76,16719.41
738.04,16701.01
740.32,16688.63
742.6,16669.59
744.87,16655.5
747.15,16642.81
749.43,16627.24
751.7,16605.89
753.98,16590.65
756.25,16579.03
758.53,16559.27
760.8,16542.64
763.07,16521.01
765.34,16497.26
767.61,16478.92
769.88,16459.76
772.15,16444.59
774.42,16428.5
776.68,16415.23
778.95,16407.14
781.21,16394.91
783.48,16391.71
785.74,16390.67
788,16389.86
790.27,16392.47
792.53,16395.13
794.79,16401.54
797.05,16409.56
799.31,16417.28
801.56,16423.98
803.82,16437.16
806.08,16449.21
808.33,16468.4
810.59,16487.3
812.84,16512.32
815.1,16550.11
817.35,16590.29
819.6,16627.04
821.85,16667.08
824.1,16708.72
826.35,16739.34
828.6,16766.07
830.84,16784.63
833.09,16799.71
835.34,16810.42
837.58,16814.11
839.83,16813.46
842.07,16812.06
844.31,16818.89
846.55,16818.46
848.8,16805.8
851.04,16804.33
853.27,16800.49
855.51,16798.83
857.75,16793.15
859.99,16797.79
862.22,16799.28
864.46,16795.62
866.69,16789.53
868.93,16784.69
871.16,16781.63
873.39,16774.18
875.63,16764.7
877.86,16751.07
880.09,16733.64
882.31,16713.2
884.54,16697.12
886.77,16675.54
889,16651.62
891.22,16628.92
893.45,16605.44
895.67,16577.92
897.9,16554.93
900.12,16524.46
902.34,16491.71
904.56,16450.57
