Wavenumber [cm-1],Raman Intensity
990.55,25800.06
992.74,25766.38
994.93,25730.75
997.12,25691.71
999.3,25648.36
1001.49,25606.59
1003.67,25563.1
1005.86,25523.4
1008.04,25482.74
1010.22,25442.24
1012.41,25405.8
1014.59,25372.94
1016.77,25340.32
1018.95,25310.4
1021.12,25281.24
1023.3,25253.97
1025.48,25212.65
1027.66,25168.04
1029.83,25115.86
1032.01,25062.54
1034.18,25006.91
1036.35,24954.52
1038.52,24897.45
1040.7,24832.52
1042.87,24759.46
1045.04,24676.77
1047.2,24593.89
1049.37,24513.76
1051.54,24444.05
1053.71,24391.2
1055.87,24344.89
1058.04,24304.63
1060.2,24265.76
1062.36,24228.85
1064.53,24186.09
1066.69,24140.9
1068.85,24095.06
1071.01,24031.85
1073.17,23972.75
1075.33,23912.11
1077.49,23854.6
1079.64,23793.12
1081.8,23738.88
1083.95,23690.67
1086.11,23640.23
1088.26,23592.32
1090.42,23543.06
1092.57,23497.43
1094.72,23450.47
1096.87,23401.43
1099.02,23353.63
1101.17,23305.48
1103.32,23248.38
1105.47,23197.87
1107.61,23142.5
1109.76,23087.02
1111.9,23030.92
1114.05,22972.67
1116.19,22913.5
1118.33,22856.33
1120.47,22799.02
1122.62,22736.75
1124.76,22677.18
1126.9,22619.43
1129.03,22563.44
1131.17,22508.07
1133.31,22462.76
1135.45,22415.57
1137.58,22378.85
1139.72,22346.06
1141.85,22311.9
1143.98,22281.3
1146.12,22256.05
1148.25,22230.66
1150.38,22208.37
1152.51,22185.14
1154.64,22164.73
1156.77,22145.05
1158.89,22131.06
1161.02,22116.76
1163.15,22102.93
1165.27,22087.35
1167.4,22072.74
1169.52,22054.49
1171.64,22037.44
1173.76,22027.22
1175.88,22018.54
1178.01,22005.54
1180.13,21999.33
1182.24,21989.78
1184.36,21980.77
1186.48,21965.3
1188.6,21954.63
1190.71,21950.46
1192.83,21941.65
1194.94,21939.8
1197.05,21936.42
1199.17,21933.93
1201.28,21939.33
1203.39,21949.31
1205.5,21965.97
1207.61,21987.98
1209.72,22022.41
1211.82,22059.03
1213.93,22105.61
1216.04,22155.23
1218.14,22207.37
1220.25,22259.73
1222.35,22316.46
1224.45,22365.67
1226.56,22410
1228.66,22450.89
1230.76,22486.93
1232.86,22511.56
1234.96,22535.77
1237.06,22549.74
1239.15,22562.11
1241.25,22573
1243.35,22579.67
1245.44,22588.85
1247.54,22597.8
1249.63,22609.38
1251.72,22627.75
1253.81,22649.68
1255.91,22677.65
1258,22705.81
1260.09,22734.83
1262.17,22761.96
1264.26,22788.93
1266.35,22804.34
1268.44,22815.41
1270.52,22823.8
1272.61,22831.26
1274.69,22825.79
1276.77,22820.81
1278.86,22807.69
1280.94,22786.41
1283.02,22760.45
1285.1,22728.8
1287.18,22690.67
1289.26,22653.06
1291.34,22621.28
1293.41,22609.39
1295.49,22647.33
1297.56,22754.78
1299.64,22896.82
1301.71,23046.9
1303.79,23187.8
1305.86,23284.54
1307.93,23325.59
1310,23326.7
1312.07,23291.59
1314.14,23236.8
1316.21,23175.93
1318.28,23117.05
1320.34,23049.06
1322.41,22987.3
