X (RT/min),Y (Intensity)
0.12,0.007287449392712642
0.18,0.007287449392712642
0.24,0.007287449392712642
0.3,0.007287449392712642
0.36,0.007287449392712642
0.42,0.007287449392712642
0.47,0.007287449392712642
0.59,0.007287449392712642
0.65,0.007287449392712642
0.71,0.007287449392712642
0.77,0.007287449392712642
0.83,0.007287449392712642
0.89,0.007287449392712642
0.95,0.007287449392712642
1.01,0.007287449392712642
1.07,0.007287449392712642
1.13,0.007287449392712642
1.25,0.007287449392712642
1.36,0.007287449392712642
1.48,0.014574898785425061
1.6,0.007287449392712642
1.66,0.06558704453441289
1.72,0.07287449392712553
1.78,0.07287449392712553
1.84,0.06558704453441289
1.9,0.014574898785425061
1.96,0.014574898785425061
2.02,0.021862348178137703
2.08,0.4008097165991902
2.14,0.6194331983805668
2.19,0.6704453441295546
2.25,0.6923076923076923
2.31,1.1951417004048583
2.37,1.2097165991902834
2.43,1.3044534412955466
2.49,1.42834008097166
2.55,1.4793522267206478
2.61,1.719838056680162
2.67,1.7344129554655872
2.73,1.7344129554655872
2.79,1.7125506072874495
2.85,0.9692307692307692
2.91,0.3133603238866396
2.97,0.262348178137652
3.02,0.2040485829959513
3.08,0.16761133603238876
3.14,0.2040485829959513
3.2,0.12388663967611335
3.26,0.45910931174089065
3.32,0.7068825910931176
3.38,0.7068825910931176
3.44,0.7068825910931176
3.5,0.6995951417004049
3.56,0.6194331983805668
3.62,0.5319838056680162
3.68,0.4445344129554656
3.74,0.37165991902834006
3.8,0.3133603238866396
3.86,0.27692307692307705
3.91,0.2477732793522267
3.97,0.21862348178137658
4.03,0.1821862348178136
4.09,0.1530364372469637
4.15,0.12388663967611335
4.21,0.08744939271255059
4.27,0.08016194331983795
4.33,0.06558704453441289
4.39,0.058299595141700467
4.45,0.058299595141700467
4.51,0.058299595141700467
4.57,0.05101214574898805
4.63,0.05101214574898805
4.69,0.043724696356275405
4.74,0.043724696356275405
4.8,0.043724696356275405
4.86,0.036437246963562764
4.92,0.036437246963562764
4.98,0.043724696356275405
