X (RT/min),Y (Intensity)
10.0,18000000.0
10.01,18000000.0
10.1,13626.040878123025
10.15,13626.040878123025
10.16,13626.040878123025
10.17,13626.040878123025
10.18,13626.040878123025
10.19,13626.040878123025
10.2,13626.040878123025
10.21,13626.040878123025
10.22,13626.040878123025
10.23,13626.040878123025
10.24,13626.040878123025
10.25,13626.040878123025
10.26,13626.040878123025
10.27,13626.040878123025
10.28,13626.040878123025
10.29,13626.040878123025
10.3,13626.040878123025
10.31,13626.040878123025
10.32,13626.040878123025
10.33,13626.040878123025
10.34,13626.040878123025
10.35,13626.040878123025
10.36,13626.040878123025
10.37,13626.040878123025
10.39,13626.040878123025
10.4,13626.040878123025
10.41,13626.040878123025
10.42,13626.040878123025
10.43,13626.040878123025
10.44,13626.040878123025
10.45,13626.040878123025
10.46,13626.040878123025
10.47,13626.040878123025
10.48,13626.040878123025
10.49,13626.040878123025
10.5,13626.040878123025
10.51,13626.040878123025
10.52,13626.040878123025
10.53,13626.040878123025
10.54,13626.040878123025
10.55,13626.040878123025
10.56,13626.040878123025
10.57,13626.040878123025
10.58,13626.040878123025
10.59,13626.040878123025
10.6,13626.040878123025
10.61,13626.040878123025
10.62,13626.040878123025
10.64,13626.040878123025
10.65,13626.040878123025
10.66,13626.040878123025
10.67,13626.040878123025
10.68,13626.040878123025
10.69,13626.040878123025
10.7,13626.040878123025
10.71,13626.040878123025
10.72,13626.040878123025
10.73,13626.040878123025
10.74,13626.040878123025
10.75,13626.040878123025
10.76,13626.040878123025
10.77,13626.040878123025
10.78,13626.040878123025
10.79,13626.040878123025
10.8,13626.040878123025
10.81,13626.040878123025
10.82,13626.040878123025
10.83,13626.040878123025
10.84,13626.040878123025
10.85,13626.040878123025
10.86,13626.040878123025
10.87,13626.040878123025
10.88,13626.040878123025
10.9,13626.040878123025
10.91,13626.040878123025
10.92,13626.040878123025
10.93,13626.040878123025
10.94,13626.040878123025
10.95,13626.040878123025
10.96,13626.040878123025
10.97,13626.040878123025
10.98,13626.040878123025
10.99,13626.040878123025
11.02,81756.24526873615
11.03,68130.20439061313
11.04,68130.20439061313
11.05,68130.20439061313
11.06,68130.20439061313
11.07,163512.4905374723
