X (RT/min),Y (Intensity)
10.0,5995409.334353481
10.07,18362.662586074664
10.08,18362.662586074664
10.09,18362.662586074664
10.1,18362.662586074664
10.11,18362.662586074664
10.13,18362.662586074664
10.14,18362.662586074664
10.15,18362.662586074664
10.16,18362.662586074664
10.17,18362.662586074664
10.18,18362.662586074664
10.19,18362.662586074664
10.21,18362.662586074664
10.22,18362.662586074664
10.23,18362.662586074664
10.24,18362.662586074664
10.25,18362.662586074664
10.26,18362.662586074664
10.28,18362.662586074664
10.29,18362.662586074664
10.3,18362.662586074664
10.31,18362.662586074664
10.32,18362.662586074664
10.33,18362.662586074664
10.34,18362.662586074664
10.36,18362.662586074664
10.37,18362.662586074664
10.38,18362.662586074664
10.39,18362.662586074664
10.4,18362.662586074664
10.41,18362.662586074664
10.42,18362.662586074664
10.44,18362.662586074664
10.45,18362.662586074664
10.46,18362.662586074664
10.47,18362.662586074664
10.48,18362.662586074664
10.49,18362.662586074664
10.5,18362.662586074664
10.52,18362.662586074664
10.53,18362.662586074664
10.54,18362.662586074664
10.55,18362.662586074664
10.56,18362.662586074664
10.57,18362.662586074664
10.58,18362.662586074664
10.6,18362.662586074664
10.61,18362.662586074664
10.62,18362.662586074664
10.63,18362.662586074664
10.64,18362.662586074664
10.65,18362.662586074664
10.66,18362.662586074664
10.68,18362.662586074664
10.69,18362.662586074664
10.7,18362.662586074664
10.71,18362.662586074664
10.72,18362.662586074664
10.73,18362.662586074664
10.74,18362.662586074664
10.76,18362.662586074664
10.77,18362.662586074664
10.78,18362.662586074664
10.79,18362.662586074664
10.8,18362.662586074664
10.81,18362.662586074664
10.83,18362.662586074664
10.84,18362.662586074664
10.85,18362.662586074664
10.86,18362.662586074664
10.87,18362.662586074664
10.88,18362.662586074664
10.89,18362.662586074664
10.91,18362.662586074664
10.92,18362.662586074664
10.93,18362.662586074664
10.94,18362.662586074664
10.95,18362.662586074664
10.96,18362.662586074664
10.97,18362.662586074664
10.99,13771.996939555997
11.03,87222.64728385599
11.04,110175.97551644998
11.05,114766.64116296865
11.07,114766.64116296865
11.08,110175.97551644998
11.09,100994.64422341264
11.1,68859.98469778131
11.11,55087.987758224655
11.12,55087.987758224655
11.13,59678.653404743985
11.15,73450.65034429998
11.16,78041.31599081865
11.17,78041.31599081865
11.18,82631.98163733732
11.19,96403.97857689398
11.2,100994.64422341264
11.21,105585.30986993131
11.23,105585.30986993131
11.24,105585.30986993131
11.25,105585.30986993131
11.26,105585.30986993131
11.27,100994.64422341264
11.28,91813.31293037465
11.3,87222.64728385599
11.31,68859.98469778131
11.32,55087.987758224655
11.33,55087.987758224655
11.34,50497.32211170599
11.35,45906.65646518733
11.36,41315.99081866866
11.38,41315.99081866866
11.39,55087.987758224655
11.4,128538.63810252464
11.41,220351.95103289996
11.42,431522.5707727619
11.43,436113.2364192806
11.44,436113.2364192806
11.46,436113.2364192806
11.47,436113.2364192806
11.48,431522.5707727619
11.49,431522.5707727619
11.5,1620504.973221117
11.51,2557000.7651109407
11.52,3190512.624330528
11.54,4090283.0910482015
11.55,4099464.422341239
11.56,4104055.0879877578
11.57,4104055.0879877578
11.58,4104055.0879877578
11.59,4099464.422341239
11.6,3525631.2165263966
11.62,982402.4483550118
11.63,280030.60443764325
11.64,105585.30986993131
11.65,73450.65034429998
11.66,59678.653404743985
11.67,59678.653404743985
11.68,87222.64728385599
11.7,96403.97857689398
11.71,100994.64422341264
11.72,100994.64422341264
11.73,100994.64422341264
11.74,100994.64422341264
11.75,100994.64422341264
11.77,100994.64422341264
11.78,100994.64422341264
11.79,91813.31293037465
11.8,367253.2517214999
11.81,426931.90512624325
11.82,431522.5707727619
11.83,436113.2364192806
11.85,436113.2364192806
11.86,436113.2364192806
11.87,436113.2364192806
11.88,431522.5707727619
11.89,422341.23947972455
11.9,270849.2731446059
11.91,156082.6319816373
11.93,156082.6319816373
11.94,156082.6319816373
11.95,156082.6319816373
11.96,151491.96633511863
11.97,146901.30068859996
11.98,123947.97245600597
11.99,105585.30986993131
12.01,96403.97857689398
12.02,91813.31293037465
12.03,82631.98163733732
12.04,100994.64422341264
12.05,284621.27008416195
12.06,1087987.7582249425
12.07,1799540.9334353483
12.09,2309104.820198929
12.1,2841622.0351951034
12.11,3778117.8270849274
12.12,3782708.492731446
12.13,3787299.1583779645
12.14,3787299.1583779645
12.15,3787299.1583779645
12.17,3787299.1583779645
12.18,3773527.1614384083
12.19,3525631.2165263966
12.2,2221882.1729150726
12.21,486610.55853098724
12.22,91813.31293037465
12.23,55087.987758224655
12.25,45906.65646518733
12.26,41315.99081866866
12.27,36725.32517214999
12.28,36725.32517214999
12.29,32134.659525631327
12.3,32134.659525631327
12.32,32134.659525631327
12.33,32134.659525631327
12.34,41315.99081866866
12.35,32134.659525631327
12.36,27543.99387911266
12.37,27543.99387911266
12.38,27543.99387911266
12.4,32134.659525631327
12.41,32134.659525631327
12.42,32134.659525631327
12.43,36725.32517214999
12.44,36725.32517214999
12.45,45906.65646518733
12.46,59678.653404743985
12.48,64269.31905126265
12.49,64269.31905126265
12.5,64269.31905126265
12.51,64269.31905126265
12.52,59678.653404743985
12.53,55087.987758224655
12.54,50497.32211170599
12.56,45906.65646518733
12.57,41315.99081866866
12.58,41315.99081866866
12.59,41315.99081866866
12.6,45906.65646518733
12.61,45906.65646518733
12.62,45906.65646518733
12.64,45906.65646518733
12.65,45906.65646518733
12.66,45906.65646518733
12.67,45906.65646518733
12.68,45906.65646518733
12.69,55087.987758224655
12.7,59678.653404743985
12.72,64269.31905126265
12.73,64269.31905126265
12.74,64269.31905126265
12.75,64269.31905126265
12.76,59678.653404743985
12.77,55087.987758224655
12.79,45906.65646518733
12.8,45906.65646518733
12.81,45906.65646518733
12.82,45906.65646518733
12.83,45906.65646518733
12.84,45906.65646518733
12.85,45906.65646518733
12.87,41315.99081866866
12.88,36725.32517214999
12.89,36725.32517214999
12.9,36725.32517214999
12.91,36725.32517214999
12.92,41315.99081866866
12.93,45906.65646518733
12.95,50497.32211170599
12.96,59678.653404743985
12.97,64269.31905126265
12.98,64269.31905126265
12.99,64269.31905126265
13.0,64269.31905126265
13.01,64269.31905126265
13.03,68859.98469778131
13.04,91813.31293037465
13.05,179035.96021423128
13.06,197398.62280030595
13.07,201989.28844682462
13.08,201989.28844682462
13.09,201989.28844682462
13.11,201989.28844682462
13.12,197398.62280030595
13.13,151491.96633511863
13.14,59678.653404743985
13.15,55087.987758224655
13.16,45906.65646518733
13.17,41315.99081866866
13.19,36725.32517214999
13.2,36725.32517214999
13.21,36725.32517214999
13.22,32134.659525631327
13.23,32134.659525631327
13.24,36725.32517214999
13.26,36725.32517214999
13.27,41315.99081866866
13.28,41315.99081866866
13.29,45906.65646518733
13.3,45906.65646518733
13.31,45906.65646518733
13.32,45906.65646518733
13.34,45906.65646518733
13.35,45906.65646518733
13.36,45906.65646518733
13.37,45906.65646518733
13.38,41315.99081866866
13.39,36725.32517214999
13.4,36725.32517214999
13.42,32134.659525631327
13.43,32134.659525631327
13.44,32134.659525631327
13.45,36725.32517214999
13.46,41315.99081866866
13.47,41315.99081866866
13.48,41315.99081866866
13.5,41315.99081866866
13.51,41315.99081866866
13.52,41315.99081866866
13.53,36725.32517214999
13.54,32134.659525631327
13.55,32134.659525631327
13.56,36725.32517214999
13.58,36725.32517214999
13.59,36725.32517214999
13.6,36725.32517214999
13.61,36725.32517214999
13.62,36725.32517214999
13.63,32134.659525631327
13.64,36725.32517214999
13.66,32134.659525631327
13.67,32134.659525631327
13.68,32134.659525631327
13.69,32134.659525631327
13.7,32134.659525631327
13.71,36725.32517214999
13.72,36725.32517214999
13.74,36725.32517214999
13.75,36725.32517214999
13.76,41315.99081866866
13.77,41315.99081866866
13.78,36725.32517214999
13.79,78041.31599081865
13.81,247895.94491201194
13.82,674827.8500382558
13.83,1101759.7551644992
13.84,1110941.0864575363
13.85,1110941.0864575363
13.86,1110941.0864575363
13.87,1110941.0864575363
13.89,1106350.4208110177
13.9,1087987.7582249425
13.91,720734.5065034431
13.92,376434.58301453723
13.93,114766.64116296865
13.94,73450.65034429998
13.95,59678.653404743985
13.97,59678.653404743985
13.98,68859.98469778131
13.99,68859.98469778131
14.0,73450.65034429998
14.01,73450.65034429998
14.02,78041.31599081865
14.03,73450.65034429998
14.05,73450.65034429998
14.06,68859.98469778131
14.07,64269.31905126265
14.08,41315.99081866866
14.09,36725.32517214999
14.1,36725.32517214999
14.11,36725.32517214999
14.13,32134.659525631327
14.14,32134.659525631327
14.15,32134.659525631327
14.16,32134.659525631327
14.17,32134.659525631327
14.18,32134.659525631327
14.19,32134.659525631327
14.21,32134.659525631327
14.22,32134.659525631327
14.23,32134.659525631327
14.24,32134.659525631327
14.25,32134.659525631327
14.26,32134.659525631327
14.28,32134.659525631327
14.29,32134.659525631327
14.3,32134.659525631327
14.31,32134.659525631327
14.32,32134.659525631327
14.33,41315.99081866866
14.34,133129.3037490433
14.36,564651.8745218059
14.37,583014.5371078806
14.38,587605.2027543992
14.39,592195.8684009179
14.4,592195.8684009179
14.41,587605.2027543992
14.42,587605.2027543992
14.44,583014.5371078806
14.45,523335.8837031372
14.46,91813.31293037465
14.47,50497.32211170599
14.48,45906.65646518733
14.49,45906.65646518733
14.5,45906.65646518733
14.52,45906.65646518733
14.53,45906.65646518733
14.54,55087.987758224655
14.55,73450.65034429998
14.56,137719.96939556263
14.57,514154.55241009925
14.58,1193573.0680948738
14.6,1859219.5868400915
14.61,2410099.4644223414
14.62,2419280.7957153786
14.63,2423871.4613618976
14.64,2428462.127008416
14.65,2428462.127008416
14.66,2423871.4613618976
14.68,2419280.7957153786
14.69,1505738.3320581482
14.7,514154.55241009925
14.71,165263.96327467464
14.72,55087.987758224655
14.73,45906.65646518733
14.74,45906.65646518733
14.76,55087.987758224655
14.77,64269.31905126265
14.78,87222.64728385599
14.79,96403.97857689398
14.8,105585.30986993131
14.81,105585.30986993131
14.83,105585.30986993131
14.84,105585.30986993131
14.85,105585.30986993131
14.86,100994.64422341264
14.87,78041.31599081865
14.88,78041.31599081865
14.89,64269.31905126265
14.91,55087.987758224655
14.92,45906.65646518733
14.93,45906.65646518733
14.94,64269.31905126265
14.95,82631.98163733732
14.96,252486.61055853128
14.97,766641.1629686306
14.99,771231.8286151491
15.0,775822.4942616678
15.01,780413.1599081865
15.02,780413.1599081865
15.03,775822.4942616678
15.04,775822.4942616678
15.05,766641.1629686306
15.07,105585.30986993131
15.08,68859.98469778131
15.09,59678.653404743985
15.1,55087.987758224655
15.11,50497.32211170599
15.12,45906.65646518733
15.13,45906.65646518733
15.15,45906.65646518733
15.16,78041.31599081865
15.17,440703.9020657992
15.18,1060443.7643458305
