X (RT/min),Y (Intensity)
10.99,18867.924528300762
11.0,37735.849056601524
11.02,37735.849056601524
11.03,37735.849056601524
11.04,18867.924528300762
11.05,37735.849056601524
11.06,56603.77358490601
11.07,113207.54716981202
11.08,113207.54716981202
11.09,113207.54716981202
11.11,113207.54716981202
11.12,113207.54716981202
11.13,94339.62264151126
11.14,75471.69811320677
11.15,94339.62264151126
11.16,94339.62264151126
11.17,113207.54716981202
11.18,113207.54716981202
11.2,113207.54716981202
11.21,94339.62264151126
11.22,94339.62264151126
11.23,94339.62264151126
11.24,113207.54716981202
11.25,113207.54716981202
11.26,94339.62264151126
11.27,94339.62264151126
11.29,113207.54716981202
11.3,132075.4716981128
11.31,150943.39622641727
11.32,150943.39622641727
11.33,150943.39622641727
11.34,132075.4716981128
11.35,113207.54716981202
11.36,150943.39622641727
11.38,245283.0188679248
11.39,264150.9433962256
11.4,301886.7924528308
11.41,377358.4905660376
11.42,792452.8301886767
11.43,1811320.7547169812
11.44,4660377.358490568
11.46,7754716.981132075
11.47,9528301.886792453
11.48,10811320.75471698
11.49,11075471.698113207
11.5,11094339.622641508
11.51,11113207.547169812
11.52,11113207.547169812
11.53,11094339.622641508
11.55,11075471.698113207
11.56,10622641.50943396
11.57,9113207.54716981
11.58,7415094.339622639
11.59,2490566.0377358496
11.6,320754.7169811316
11.61,113207.54716981202
11.62,113207.54716981202
11.64,113207.54716981202
11.65,150943.39622641727
11.66,150943.39622641727
11.67,150943.39622641727
11.68,150943.39622641727
11.69,132075.4716981128
11.7,113207.54716981202
11.71,94339.62264151126
11.73,94339.62264151126
11.74,94339.62264151126
11.75,94339.62264151126
11.76,94339.62264151126
11.77,94339.62264151126
11.78,94339.62264151126
11.79,169811.32075471804
11.8,188679.2452830188
11.82,207547.16981131956
11.83,207547.16981131956
11.84,188679.2452830188
11.85,132075.4716981128
11.86,132075.4716981128
11.87,132075.4716981128
11.88,132075.4716981128
11.9,132075.4716981128
11.91,132075.4716981128
11.92,132075.4716981128
11.93,132075.4716981128
11.94,132075.4716981128
11.95,113207.54716981202
11.96,132075.4716981128
11.97,169811.32075471804
11.99,415094.3396226391
12.0,1000000.0
12.01,2660377.358490564
12.02,5735849.056603774
12.03,8132075.471698113
12.04,9320754.716981133
12.05,11754716.981132077
12.06,15000000.0
12.08,16867924.528301887
12.09,19509433.96226415
12.1,21132075.471698113
12.11,21905660.37735849
12.12,22169811.320754718
12.13,22207547.16981132
12.14,22207547.16981132
12.15,22207547.16981132
12.17,22207547.16981132
12.18,22188679.24528302
12.19,21981132.0754717
12.2,21094339.62264151
12.21,20132075.471698113
12.22,16792452.83018868
12.23,13792452.83018868
12.24,11075471.698113207
12.26,8754716.981132077
12.27,6301886.792452831
12.28,5037735.849056605
12.29,3226415.0943396203
12.3,1773584.905660376
12.31,1150943.3962264135
12.32,528301.8867924549
12.34,264150.9433962256
12.35,169811.32075471804
12.36,132075.4716981128
12.37,132075.4716981128
12.38,150943.39622641727
12.39,150943.39622641727
12.4,169811.32075471804
12.41,169811.32075471804
12.43,169811.32075471804
12.44,169811.32075471804
12.45,169811.32075471804
12.46,132075.4716981128
12.47,132075.4716981128
12.48,132075.4716981128
12.49,113207.54716981202
12.5,132075.4716981128
12.52,132075.4716981128
12.53,132075.4716981128
12.54,132075.4716981128
12.55,132075.4716981128
