X (RT/min),Y (Intensity)
10.96,81632.65306122415
10.97,86167.80045351479
10.99,86167.80045351479
11.0,86167.80045351479
11.01,81632.65306122415
11.02,77097.50566893443
11.03,9070.294784580357
11.04,13605.442176871002
11.05,13605.442176871002
11.06,22675.73696145136
11.08,36281.17913832236
11.09,36281.17913832236
11.1,40816.326530612074
11.11,40816.326530612074
11.12,40816.326530612074
11.13,45351.47392290272
11.14,54421.768707483076
11.15,58956.91609977372
11.17,63492.06349206343
11.18,68027.21088435315
11.19,68027.21088435315
11.2,68027.21088435315
11.21,63492.06349206343
11.22,63492.06349206343
11.23,58956.91609977372
11.24,45351.47392290272
11.25,18140.589569160715
11.27,13605.442176871002
11.28,13605.442176871002
11.29,13605.442176871002
11.3,13605.442176871002
11.31,13605.442176871002
11.32,13605.442176871002
11.33,31746.031746031716
11.34,77097.50566893443
11.36,149659.86394557822
11.37,217687.07482993137
11.38,403628.11791383196
11.39,417233.56009070296
11.4,417233.56009070296
11.41,417233.56009070296
11.42,417233.56009070296
11.43,417233.56009070296
11.45,417233.56009070296
11.46,925170.0680272114
11.47,1696145.124716553
11.48,3102040.8163265307
11.49,4068027.2108843536
11.5,4072562.3582766443
11.51,4077097.5056689344
11.52,4081632.653061224
11.54,4081632.653061224
11.55,4077097.5056689344
11.56,4072562.3582766443
11.57,4058956.9160997733
11.58,1369614.5124716554
11.59,49886.62131519243
11.6,40816.326530612074
11.61,45351.47392290272
11.62,40816.326530612074
11.64,40816.326530612074
11.65,54421.768707483076
11.66,63492.06349206343
11.67,68027.21088435315
11.68,72562.35827664379
11.69,72562.35827664379
11.7,77097.50566893443
11.71,72562.35827664379
11.73,72562.35827664379
11.74,68027.21088435315
11.75,263038.5487528341
11.76,412698.41269841325
11.77,417233.56009070296
11.78,417233.56009070296
11.79,417233.56009070296
11.8,417233.56009070296
11.82,417233.56009070296
11.83,417233.56009070296
11.84,412698.41269841325
11.85,403628.11791383196
11.86,149659.86394557822
11.87,149659.86394557822
11.88,149659.86394557822
11.89,149659.86394557822
11.9,140589.56916099787
11.92,99773.2426303858
11.93,99773.2426303858
11.94,99773.2426303858
11.95,99773.2426303858
11.96,95238.09523809515
11.97,86167.80045351479
11.98,49886.62131519243
11.99,77097.50566893443
12.01,163265.30612244923
