X (RT/min),Y (Intensity)
5.0,220179.3721973095
5.01,221860.98654708522
5.02,221860.98654708522
5.03,221860.98654708522
5.04,221860.98654708522
5.05,221860.98654708522
5.06,233632.2869955157
5.07,243721.97309417045
5.08,245403.58744394616
5.09,243721.97309417045
5.1,235313.9013452914
5.11,223542.60089686094
5.12,223542.60089686094
5.13,221860.98654708522
5.14,220179.3721973095
5.15,220179.3721973095
5.16,220179.3721973095
5.17,220179.3721973095
5.18,220179.3721973095
5.19,220179.3721973095
5.2,220179.3721973095
5.21,220179.3721973095
5.22,220179.3721973095
5.23,220179.3721973095
5.24,218497.75784753356
5.25,218497.75784753356
5.26,218497.75784753356
5.27,220179.3721973095
5.28,220179.3721973095
5.29,218497.75784753356
5.3,220179.3721973095
5.31,221860.98654708522
5.32,221860.98654708522
5.33,221860.98654708522
5.34,220179.3721973095
5.35,225224.21524663665
5.36,284080.71748878923
5.37,378251.1210762332
5.38,506053.8116591929
5.39,617040.3587443947
5.4,756614.3497757848
5.41,791928.2511210763
5.42,791928.2511210763
5.43,741479.8206278028
5.44,480829.596412556
5.45,263901.3452914797
5.46,233632.2869955157
5.47,230269.05829596403
5.48,230269.05829596403
5.49,228587.44394618832
5.5,223542.60089686094
5.51,220179.3721973095
5.52,218497.75784753356
5.53,220179.3721973095
5.54,220179.3721973095
5.55,218497.75784753356
5.56,215134.52914798213
5.57,215134.52914798213
5.58,213452.91479820642
5.59,211771.30044843047
5.6,211771.30044843047
5.61,213452.91479820642
5.62,213452.91479820642
5.63,213452.91479820642
5.64,211771.30044843047
5.65,210089.68609865475
5.66,211771.30044843047
5.67,218497.75784753356
5.68,226905.8295964126
5.69,230269.05829596403
5.7,230269.05829596403
5.71,223542.60089686094
5.72,216816.14349775785
5.73,215134.52914798213
5.74,213452.91479820642
5.75,211771.30044843047
5.76,213452.91479820642
5.77,213452.91479820642
5.78,211771.30044843047
5.79,211771.30044843047
5.8,211771.30044843047
5.81,211771.30044843047
5.82,211771.30044843047
5.83,211771.30044843047
5.84,211771.30044843047
5.85,211771.30044843047
5.86,211771.30044843047
5.87,223542.60089686094
5.88,292488.7892376683
5.89,452242.1524663677
5.9,749887.8923766817
5.91,835650.2242152466
5.92,839013.4529147982
5.93,835650.2242152466
5.94,734753.3632286995
5.95,427017.93721973104
5.96,250448.43049327354
5.97,230269.05829596403
5.98,253811.6591928252
5.99,272309.41704035876
6.0,275672.6457399102
6.01,273991.0313901345
6.02,260538.1165919283
6.03,226905.8295964126
6.04,213452.91479820642
6.05,211771.30044843047
6.06,213452.91479820642
6.07,215134.52914798213
6.08,215134.52914798213
6.09,213452.91479820642
6.1,211771.30044843047
6.11,210089.68609865475
6.12,210089.68609865475
6.13,210089.68609865475
6.14,210089.68609865475
6.15,215134.52914798213
6.16,220179.3721973095
6.17,225224.21524663665
6.18,225224.21524663665
6.19,220179.3721973095
6.2,215134.52914798213
6.21,211771.30044843047
6.22,210089.68609865475
6.23,211771.30044843047
6.24,210089.68609865475
6.25,210089.68609865475
6.26,210089.68609865475
6.27,210089.68609865475
6.28,210089.68609865475
6.29,210089.68609865475
6.3,210089.68609865475
6.31,208408.0717488788
6.32,208408.0717488788
6.33,208408.0717488788
6.34,208408.0717488788
6.35,210089.68609865475
6.36,211771.30044843047
6.37,213452.91479820642
6.38,223542.60089686094
6.39,379932.73542600893
6.4,622085.2017937219
6.41,627130.0448430495
6.42,625448.4304932735
6.43,521188.3408071748
6.44,316031.390134529
6.45,220179.3721973095
6.46,213452.91479820642
6.47,211771.30044843047
6.48,210089.68609865475
6.49,208408.0717488788
6.5,208408.0717488788
6.51,208408.0717488788
6.52,206726.4573991031
6.53,206726.4573991031
6.54,206726.4573991031
6.55,206726.4573991031
6.56,206726.4573991031
6.57,208408.0717488788
6.58,210089.68609865475
6.59,210089.68609865475
6.6,211771.30044843047
6.61,210089.68609865475
6.62,210089.68609865475
6.63,210089.68609865475
6.64,210089.68609865475
6.65,206726.4573991031
6.66,206726.4573991031
6.67,208408.0717488788
6.68,208408.0717488788
6.69,206726.4573991031
6.7,208408.0717488788
6.71,206726.4573991031
6.72,206726.4573991031
6.73,206726.4573991031
6.74,210089.68609865475
6.75,210089.68609865475
6.76,206726.4573991031
6.77,206726.4573991031
6.78,208408.0717488788
6.79,206726.4573991031
6.8,206726.4573991031
6.81,206726.4573991031
6.82,206726.4573991031
6.83,206726.4573991031
6.84,211771.30044843047
6.85,465695.0672645739
6.86,828923.7668161435
6.87,1052578.4753363228
6.88,1069394.6188340806
6.89,1067713.004484305
6.9,872645.7399103139
6.91,332847.53363228706
6.92,250448.43049327354
6.93,221860.98654708522
6.94,216816.14349775785
6.95,211771.30044843047
6.96,210089.68609865475
6.97,210089.68609865475
6.98,210089.68609865475
6.99,210089.68609865475
7.0,208408.0717488788
7.01,210089.68609865475
7.02,210089.68609865475
7.03,208408.0717488788
7.04,206726.4573991031
7.05,206726.4573991031
7.06,208408.0717488788
7.07,208408.0717488788
7.08,206726.4573991031
7.09,206726.4573991031
7.1,206726.4573991031
7.11,206726.4573991031
7.12,206726.4573991031
7.13,205044.84304932738
7.14,205044.84304932738
7.15,205044.84304932738
7.16,206726.4573991031
7.17,206726.4573991031
7.18,205044.84304932738
7.19,205044.84304932738
7.2,205044.84304932738
7.21,203363.22869955166
7.22,205044.84304932738
7.23,206726.4573991031
7.24,206726.4573991031
7.25,208408.0717488788
7.26,206726.4573991031
7.27,205044.84304932738
7.28,205044.84304932738
7.29,205044.84304932738
7.3,205044.84304932738
7.31,205044.84304932738
7.32,205044.84304932738
7.33,205044.84304932738
7.34,205044.84304932738
7.35,205044.84304932738
7.36,206726.4573991031
7.37,233632.2869955157
7.38,332847.53363228706
7.39,553139.0134529148
7.4,973542.6008968609
7.41,1064349.7757847533
7.42,1064349.7757847533
7.43,992040.3587443946
7.44,650672.6457399102
7.45,257174.88789237663
7.46,220179.3721973095
7.47,252130.0448430495
7.48,541367.7130044843
7.49,983632.2869955157
7.5,1282959.6412556053
7.51,1284641.2556053812
7.52,1272869.9551569507
7.53,803699.5515695068
7.54,332847.53363228706
7.55,242040.35874439473
7.56,223542.60089686094
7.57,218497.75784753356
7.58,215134.52914798213
7.59,211771.30044843047
7.6,211771.30044843047
7.61,211771.30044843047
7.62,210089.68609865475
7.63,208408.0717488788
7.64,208408.0717488788
7.65,210089.68609865475
7.66,208408.0717488788
7.67,206726.4573991031
7.68,206726.4573991031
7.69,206726.4573991031
7.7,210089.68609865475
7.71,233632.2869955157
7.72,482511.2107623317
7.73,928139.0134529148
7.74,1136659.192825112
7.75,1140022.4215246637
7.76,1138340.807174888
7.77,965134.529147982
7.78,576681.6143497757
7.79,425336.3228699551
7.8,314349.77578475326
7.81,257174.88789237663
7.82,235313.9013452914
7.83,247085.20179372188
7.84,270627.80269058305
7.85,285762.33183856495
7.86,285762.33183856495
7.87,277354.26008968614
7.88,250448.43049327354
7.89,230269.05829596403
7.9,220179.3721973095
7.91,218497.75784753356
7.92,215134.52914798213
7.93,213452.91479820642
7.94,211771.30044843047
7.95,211771.30044843047
7.96,211771.30044843047
7.97,210089.68609865475
7.98,210089.68609865475
7.99,210089.68609865475
8.0,210089.68609865475
8.01,211771.30044843047
8.02,211771.30044843047
8.03,211771.30044843047
8.04,211771.30044843047
8.05,211771.30044843047
8.06,210089.68609865475
8.07,208408.0717488788
8.08,208408.0717488788
8.09,208408.0717488788
8.1,210089.68609865475
8.11,218497.75784753356
8.12,260538.1165919283
8.13,378251.1210762332
8.14,543049.32735426
8.15,596860.9865470852
8.16,595179.3721973095
8.17,539686.0986547086
8.18,400112.10762331844
8.19,279035.87443946186
8.2,236995.51569506712
8.21,225224.21524663665
8.22,221860.98654708522
8.23,218497.75784753356
8.24,215134.52914798213
8.25,213452.91479820642
8.26,211771.30044843047
8.27,211771.30044843047
8.28,210089.68609865475
8.29,210089.68609865475
8.3,210089.68609865475
8.31,210089.68609865475
8.32,208408.0717488788
8.33,208408.0717488788
8.34,210089.68609865475
8.35,210089.68609865475
8.36,206726.4573991031
8.37,206726.4573991031
8.38,208408.0717488788
8.39,206726.4573991031
8.4,208408.0717488788
8.41,208408.0717488788
8.42,208408.0717488788
8.43,208408.0717488788
8.44,208408.0717488788
8.45,208408.0717488788
8.46,208408.0717488788
8.47,208408.0717488788
8.48,208408.0717488788
8.49,208408.0717488788
8.5,208408.0717488788
8.51,215134.52914798213
8.52,243721.97309417045
8.53,270627.80269058305
8.54,287443.94618834066
8.55,302578.475336323
8.56,305941.70403587446
8.57,305941.70403587446
8.58,295852.0179372197
8.59,268946.1883408071
8.6,260538.1165919283
8.61,260538.1165919283
8.62,255493.27354260092
8.63,240358.74439461879
8.64,228587.44394618832
8.65,268946.1883408071
8.66,309304.9327354261
8.67,319394.61883408064
8.68,319394.61883408064
8.69,314349.77578475326
8.7,260538.1165919283
8.71,236995.51569506712
8.72,226905.8295964126
8.73,226905.8295964126
8.74,221860.98654708522
8.75,223542.60089686094
8.76,233632.2869955157
8.77,240358.74439461879
8.78,240358.74439461879
8.79,236995.51569506712
8.8,230269.05829596403
8.81,221860.98654708522
8.82,216816.14349775785
8.83,220179.3721973095
8.84,270627.80269058305
8.85,359753.36322869966
8.86,368161.43497757846
8.87,368161.43497757846
8.88,341255.6053811661
8.89,285762.33183856495
8.9,240358.74439461879
8.91,223542.60089686094
8.92,216816.14349775785
8.93,221860.98654708522
8.94,321076.2331838566
8.95,711210.7623318385
8.96,1077802.6905829597
8.97,1407399.1031390135
8.98,1414125.5605381166
8.99,1398991.0313901345
9.0,981950.6726457399
9.01,632174.8878923766
9.02,358071.7488789237
9.03,258856.50224215235
9.04,245403.58744394616
9.05,236995.51569506712
9.06,230269.05829596403
9.07,223542.60089686094
9.08,221860.98654708522
9.09,221860.98654708522
9.1,218497.75784753356
9.11,216816.14349775785
9.12,216816.14349775785
9.13,216816.14349775785
9.14,215134.52914798213
9.15,216816.14349775785
9.16,216816.14349775785
9.17,216816.14349775785
9.18,216816.14349775785
9.19,213452.91479820642
9.2,211771.30044843047
9.21,211771.30044843047
9.22,211771.30044843047
9.23,211771.30044843047
9.24,211771.30044843047
9.25,211771.30044843047
9.26,213452.91479820642
9.27,216816.14349775785
9.28,216816.14349775785
9.29,215134.52914798213
9.3,215134.52914798213
9.31,213452.91479820642
9.32,213452.91479820642
9.33,213452.91479820642
9.34,213452.91479820642
9.35,213452.91479820642
9.36,213452.91479820642
9.37,211771.30044843047
9.38,210089.68609865475
9.39,210089.68609865475
9.4,211771.30044843047
9.41,213452.91479820642
9.42,218497.75784753356
9.43,223542.60089686094
9.44,226905.8295964126
9.45,226905.8295964126
9.46,225224.21524663665
9.47,220179.3721973095
9.48,221860.98654708522
9.49,221860.98654708522
9.5,220179.3721973095
9.51,216816.14349775785
9.52,215134.52914798213
9.53,213452.91479820642
9.54,213452.91479820642
9.55,215134.52914798213
9.56,216816.14349775785
9.57,252130.0448430495
9.58,418609.865470852
9.59,776793.7219730943
9.6,1435986.5470852018
9.61,1698318.3856502243
9.62,1700000.0
9.63,1698318.3856502243
9.64,1430941.7040358745
9.65,726345.2914798206
9.66,363116.5919282511
9.67,277354.26008968614
9.68,252130.0448430495
9.69,236995.51569506712
9.7,233632.2869955157
9.71,231950.67264573998
9.72,228587.44394618832
9.73,225224.21524663665
9.74,218497.75784753356
9.75,216816.14349775785
9.76,215134.52914798213
9.77,215134.52914798213
9.78,223542.60089686094
9.79,231950.67264573998
9.8,235313.9013452914
9.81,236995.51569506712
9.82,233632.2869955157
9.83,226905.8295964126
9.84,220179.3721973095
9.85,215134.52914798213
