X (RT/min),Y (Intensity)
10.92,66767.83004552312
10.93,70940.8194233682
10.94,75113.80880121421
10.95,75113.80880121421
10.97,75113.80880121421
10.98,70940.8194233682
10.99,70940.8194233682
11.0,70940.8194233682
11.01,66767.83004552312
11.02,66767.83004552312
11.03,75113.80880121421
11.04,75113.80880121421
11.05,79286.79817905929
11.06,79286.79817905929
11.08,75113.80880121421
11.09,75113.80880121421
11.1,70940.8194233682
11.11,66767.83004552312
11.12,66767.83004552312
11.13,66767.83004552312
11.14,66767.83004552312
11.15,66767.83004552312
11.16,62594.84066767804
11.17,54248.861911987886
11.18,50075.87253414281
11.2,45902.88315629773
11.21,45902.88315629773
11.22,45902.88315629773
11.23,45902.88315629773
11.24,45902.88315629773
11.25,45902.88315629773
11.26,50075.87253414281
11.27,54248.861911987886
11.28,75113.80880121421
11.29,150227.6176024275
11.31,383915.0227617603
11.32,425644.91654021293
11.33,425644.91654021293
11.34,429817.905918058
11.35,429817.905918058
11.36,429817.905918058
11.37,429817.905918058
11.38,1193474.9620637326
11.39,1861153.262518968
11.4,2420333.839150227
11.42,3058801.213960546
11.43,3588770.864946889
11.44,3626327.7693474963
11.45,3630500.7587253414
11.46,3630500.7587253414
11.47,3630500.7587253414
11.48,3630500.7587253414
11.49,3626327.7693474963
11.5,3576251.8968133535
11.51,2495447.647951442
11.52,1710925.64491654
11.54,701062.2154779965
11.55,137708.64946889225
11.56,66767.83004552312
11.57,83459.78755690437
11.58,87632.77693474945
11.59,87632.77693474945
11.6,83459.78755690437
11.61,83459.78755690437
11.62,95978.7556904396
11.63,125189.68133535609
11.65,125189.68133535609
11.66,129362.6707132021
11.67,129362.6707132021
11.68,129362.6707132021
11.69,129362.6707132021
11.7,129362.6707132021
11.71,408952.9590288317
11.72,425644.91654021293
11.73,429817.905918058
11.74,433990.8952959031
11.76,433990.8952959031
11.77,433990.8952959031
11.78,433990.8952959031
11.79,429817.905918058
11.8,400606.9802731415
11.81,171092.56449165381
11.82,137708.64946889225
11.83,137708.64946889225
11.84,137708.64946889225
11.85,133535.66009104718
11.87,121016.69195751101
11.88,108497.72382397577
11.89,108497.72382397577
11.9,104324.7344461307
11.91,104324.7344461307
11.92,100151.74506828561
11.93,95978.7556904396
11.94,95978.7556904396
11.95,546661.6084977239
11.96,1072458.2701062215
11.97,1936267.0713201822
11.99,2441198.7860394535
12.0,3601289.833080425
12.01,3688922.6100151744
12.02,3693095.5993930195
12.03,3697268.5887708645
12.04,3697268.5887708645
12.05,3693095.5993930195
12.06,3688922.6100151744
12.07,3672230.6525037936
12.08,3025417.2989377845
12.1,2382776.9347496205
12.11,1460546.2822458274
12.12,788694.992412746
12.13,292109.25644916575
12.14,75113.80880121421
12.15,54248.861911987886
12.16,50075.87253414281
12.17,54248.861911987886
12.18,54248.861911987886
12.19,54248.861911987886
12.21,45902.88315629773
12.22,45902.88315629773
12.23,50075.87253414281
12.24,50075.87253414281
12.25,50075.87253414281
12.26,50075.87253414281
12.27,50075.87253414281
12.28,50075.87253414281
12.29,50075.87253414281
12.3,50075.87253414281
12.31,50075.87253414281
12.33,45902.88315629773
12.34,41729.89377845172
12.35,41729.89377845172
12.36,45902.88315629773
12.37,50075.87253414281
12.38,62594.84066767804
12.39,66767.83004552312
12.4,66767.83004552312
12.41,66767.83004552312
12.42,66767.83004552312
12.44,62594.84066767804
12.45,62594.84066767804
12.46,54248.861911987886
12.47,50075.87253414281
12.48,50075.87253414281
12.49,45902.88315629773
12.5,45902.88315629773
12.51,45902.88315629773
12.52,50075.87253414281
12.53,45902.88315629773
12.55,45902.88315629773
12.56,41729.89377845172
12.57,41729.89377845172
12.58,45902.88315629773
12.59,50075.87253414281
12.6,54248.861911987886
12.61,54248.861911987886
12.62,58421.851289832965
12.63,62594.84066767804
12.64,70940.8194233682
12.65,70940.8194233682
12.67,70940.8194233682
12.68,70940.8194233682
12.69,70940.8194233682
12.7,70940.8194233682
12.71,66767.83004552312
12.72,58421.851289832965
12.73,58421.851289832965
12.74,58421.851289832965
12.75,54248.861911987886
12.76,50075.87253414281
12.78,50075.87253414281
12.79,50075.87253414281
12.8,50075.87253414281
12.81,50075.87253414281
12.82,50075.87253414281
12.83,58421.851289832965
12.84,66767.83004552312
12.85,66767.83004552312
12.86,70940.8194233682
12.87,70940.8194233682
12.89,70940.8194233682
12.9,66767.83004552312
12.91,66767.83004552312
12.92,66767.83004552312
12.93,70940.8194233682
12.94,75113.80880121421
12.95,146054.6282245824
12.96,392261.00151745044
12.97,400606.9802731415
12.98,404779.9696509866
13.0,404779.9696509866
13.01,404779.9696509866
13.02,404779.9696509866
13.03,404779.9696509866
13.04,400606.9802731415
13.05,392261.00151745044
13.06,104324.7344461307
13.07,79286.79817905929
13.08,70940.8194233682
13.09,62594.84066767804
13.1,54248.861911987886
13.12,50075.87253414281
13.13,45902.88315629773
13.14,45902.88315629773
13.15,45902.88315629773
13.16,50075.87253414281
13.17,50075.87253414281
13.18,50075.87253414281
13.19,50075.87253414281
13.2,50075.87253414281
13.21,50075.87253414281
13.23,50075.87253414281
13.24,50075.87253414281
13.25,45902.88315629773
13.26,45902.88315629773
13.27,45902.88315629773
13.28,45902.88315629773
13.29,45902.88315629773
13.3,45902.88315629773
13.31,41729.89377845172
13.32,41729.89377845172
13.34,41729.89377845172
13.35,41729.89377845172
13.36,41729.89377845172
13.37,45902.88315629773
13.38,50075.87253414281
13.39,50075.87253414281
13.4,50075.87253414281
13.41,50075.87253414281
13.42,50075.87253414281
13.43,45902.88315629773
13.44,41729.89377845172
13.46,41729.89377845172
13.47,41729.89377845172
13.48,41729.89377845172
13.49,41729.89377845172
13.5,41729.89377845172
13.51,41729.89377845172
13.52,41729.89377845172
13.53,41729.89377845172
13.54,41729.89377845172
13.55,41729.89377845172
13.57,41729.89377845172
13.58,41729.89377845172
13.59,41729.89377845172
13.6,41729.89377845172
13.61,41729.89377845172
13.62,41729.89377845172
13.63,41729.89377845172
13.64,37556.90440060664
13.65,37556.90440060664
13.66,37556.90440060664
13.68,37556.90440060664
13.69,41729.89377845172
13.7,45902.88315629773
13.71,83459.78755690437
13.72,1176783.0045523522
13.73,3167298.9377845223
13.74,3505311.077389985
13.75,3509484.0667678304
13.76,3509484.0667678304
13.77,3513657.0561456755
13.78,3509484.0667678304
13.8,3509484.0667678304
13.81,3505311.077389985
13.82,3192336.8740515932
13.83,2065629.7420333843
13.84,509104.7040971173
13.85,121016.69195751101
13.86,66767.83004552312
13.87,58421.851289832965
13.88,62594.84066767804
13.89,62594.84066767804
13.91,62594.84066767804
13.92,62594.84066767804
13.93,62594.84066767804
13.94,58421.851289832965
13.95,45902.88315629773
13.96,45902.88315629773
13.97,45902.88315629773
13.98,41729.89377845172
13.99,41729.89377845172
14.0,37556.90440060664
14.02,37556.90440060664
14.03,37556.90440060664
14.04,37556.90440060664
14.05,37556.90440060664
14.06,37556.90440060664
14.07,41729.89377845172
14.08,41729.89377845172
14.09,41729.89377845172
14.1,41729.89377845172
14.11,41729.89377845172
14.13,41729.89377845172
14.14,41729.89377845172
14.15,37556.90440060664
14.16,37556.90440060664
14.17,37556.90440060664
14.18,37556.90440060664
14.19,37556.90440060664
14.2,37556.90440060664
14.21,37556.90440060664
14.22,37556.90440060664
14.23,37556.90440060664
14.25,37556.90440060664
14.26,41729.89377845172
14.27,50075.87253414281
14.28,112670.71320182085
14.29,513277.6934749624
14.3,1122534.1426403644
14.31,1848634.2943854323
14.32,1852807.2837632773
14.33,1852807.2837632773
14.34,1856980.273141123
14.36,1856980.273141123
14.37,1856980.273141123
14.38,1852807.2837632773
14.39,1848634.2943854323
14.4,1827769.3474962064
14.41,1260242.7921092566
14.42,600910.4704097118
14.43,400606.9802731415
14.44,58421.851289832965
14.45,58421.851289832965
14.47,54248.861911987886
14.48,54248.861911987886
14.49,54248.861911987886
14.5,58421.851289832965
14.51,58421.851289832965
14.52,2507966.6160849775
14.53,4056145.675265554
14.54,4652883.15629742
14.55,4953338.391502276
14.56,5245447.647951442
14.57,5274658.573596358
14.59,5278831.562974203
14.6,5283004.552352048
14.61,5283004.552352048
14.62,5283004.552352048
14.63,5278831.562974203
14.64,5274658.573596358
14.65,5187025.796661609
14.66,4498482.549317148
14.67,2996206.373292868
14.68,1919575.113808801
14.7,162746.58573596366
14.71,62594.84066767804
14.72,58421.851289832965
14.73,62594.84066767804
14.74,75113.80880121421
14.75,91805.76631259453
14.76,125189.68133535609
14.77,137708.64946889225
14.78,146054.6282245824
14.79,154400.60698027257
14.81,154400.60698027257
14.82,158573.59635811858
14.83,158573.59635811858
14.84,158573.59635811858
14.85,154400.60698027257
14.86,154400.60698027257
14.87,137708.64946889225
14.88,95978.7556904396
14.89,79286.79817905929
14.9,66767.83004552312
14.91,62594.84066767804
14.93,58421.851289832965
14.94,58421.851289832965
14.95,95978.7556904396
14.96,701062.2154779965
14.97,709408.1942336876
14.98,709408.1942336876
14.99,709408.1942336876
15.0,709408.1942336876
15.01,709408.1942336876
15.02,705235.2048558416
15.04,696889.2261001514
15.05,425644.91654021293
15.06,87632.77693474945
15.07,83459.78755690437
15.08,83459.78755690437
15.09,75113.80880121421
15.1,75113.80880121421
15.11,70940.8194233682
15.12,66767.83004552312
15.13,62594.84066767804
15.15,62594.84066767804
15.16,258725.34142640326
15.17,984825.4931714721
15.18,993171.4719271623
15.19,993171.4719271623
15.2,997344.4613050073
15.21,997344.4613050073
15.22,993171.4719271623
15.23,993171.4719271623
15.24,988998.4825493172
15.26,605083.4597875569
15.27,141881.63884673733
15.28,62594.84066767804
15.29,66767.83004552312
15.3,246206.37329286803
15.31,346358.11836115364
15.32,350531.1077389987
15.33,354704.0971168438
15.34,354704.0971168438
15.35,354704.0971168438
15.36,354704.0971168438
15.38,354704.0971168438
15.39,350531.1077389987
15.4,212822.45827010553
15.41,66767.83004552312
15.42,58421.851289832965
15.43,58421.851289832965
15.44,62594.84066767804
15.45,87632.77693474945
15.46,91805.76631259453
15.47,137708.64946889225
15.49,225341.4264036417
15.5,1460546.2822458274
15.51,2791729.893778452
15.52,3759863.4294385435
15.53,4652883.15629742
15.54,4661229.135053111
15.55,4665402.124430956
15.56,4665402.124430956
15.57,4665402.124430956
15.58,4661229.135053111
15.6,4657056.145675265
15.61,4648710.166919575
15.62,4131259.4840667676
15.63,3163125.9484066768
15.64,2194992.412746586
15.65,1602427.9210925647
15.66,726100.1517450679
15.67,250379.3626707131
15.68,133535.66009104718
15.69,91805.76631259453
15.7,75113.80880121421
15.72,70940.8194233682
15.73,70940.8194233682
15.74,83459.78755690437
15.75,150227.6176024275
15.76,287936.2670713207
15.77,321320.18209408224
15.78,325493.1714719273
15.79,325493.1714719273
15.8,325493.1714719273
15.81,325493.1714719273
15.83,325493.1714719273
15.84,325493.1714719273
15.85,321320.18209408224
15.86,321320.18209408224
15.87,304628.224582701
15.88,191957.51138088014
15.89,108497.72382397577
15.9,2149089.529590288
15.91,2169954.4764795145
15.92,2169954.4764795145
15.94,2174127.4658573596
15.95,2174127.4658573596
15.96,2169954.4764795145
15.97,2169954.4764795145
15.98,2165781.4871016694
15.99,1201820.9408194236
16.0,141881.63884673733
16.01,83459.78755690437
16.02,62594.84066767804
16.03,70940.8194233682
16.04,70940.8194233682
16.06,75113.80880121421
16.07,166919.57511380874
16.08,175265.5538694989
16.09,175265.5538694989
16.1,175265.5538694989
16.11,175265.5538694989
16.12,175265.5538694989
16.13,175265.5538694989
16.14,175265.5538694989
16.15,141881.63884673733
16.17,54248.861911987886
16.18,54248.861911987886
16.19,50075.87253414281
16.2,45902.88315629773
16.21,45902.88315629773
16.22,45902.88315629773
16.23,45902.88315629773
16.24,45902.88315629773
16.25,50075.87253414281
16.26,50075.87253414281
16.28,50075.87253414281
16.29,54248.861911987886
16.3,54248.861911987886
16.31,79286.79817905929
16.32,150227.6176024275
16.33,154400.60698027257
16.34,154400.60698027257
16.35,154400.60698027257
