X (RT/min),Y (Intensity)
10.96,19834.71074380167
10.97,29752.066115702502
10.99,29752.066115702502
11.0,29752.066115702502
11.01,29752.066115702502
11.02,29752.066115702502
11.03,29752.066115702502
11.04,49586.77685950417
11.05,54545.45454545412
11.06,49586.77685950417
11.08,49586.77685950417
11.09,44628.09917355329
11.1,39669.42148760334
11.11,39669.42148760334
11.12,34710.743801653385
11.13,34710.743801653385
11.14,44628.09917355329
11.16,44628.09917355329
11.17,44628.09917355329
11.18,44628.09917355329
11.19,44628.09917355329
11.2,44628.09917355329
11.21,44628.09917355329
11.22,44628.09917355329
11.23,39669.42148760334
11.25,34710.743801653385
11.26,24793.38842975162
11.27,19834.71074380167
11.28,19834.71074380167
11.29,29752.066115702502
11.3,59504.132231405005
11.31,153719.00826446246
11.33,505785.12396694254
11.34,996694.2148760334
11.35,1155371.9008264458
11.36,1160330.5785123967
11.37,1160330.5785123967
11.38,1160330.5785123967
11.39,1160330.5785123967
11.4,2722314.0495867766
11.42,3614876.0330578513
11.43,4923966.94214876
11.44,5519008.26446281
11.45,5528925.619834711
11.46,5533884.297520661
11.47,5533884.297520661
11.48,5533884.297520661
11.49,5533884.297520661
11.51,5528925.619834711
11.52,5519008.26446281
11.53,4864462.809917355
11.54,2280991.73553719
11.55,29752.066115702502
11.56,34710.743801653385
11.57,49586.77685950417
11.59,64462.80991735589
11.6,74380.16528925579
11.61,74380.16528925579
11.62,74380.16528925579
11.63,74380.16528925579
11.64,69421.48760330584
11.65,54545.45454545412
11.66,39669.42148760334
11.68,44628.09917355329
11.69,54545.45454545412
11.7,74380.16528925579
11.71,99173.55371900834
11.72,104132.23140495922
11.73,109090.90909090918
11.74,109090.90909090918
11.76,109090.90909090918
11.77,104132.23140495922
11.78,123966.94214876089
11.79,233057.85123967007
11.8,287603.3057851242
11.81,292561.98347107414
11.82,297520.6611570241
11.83,297520.6611570241
11.85,292561.98347107414
11.86,292561.98347107414
11.87,282644.6280991733
11.88,69421.48760330584
11.89,64462.80991735589
11.9,54545.45454545412
11.91,39669.42148760334
11.93,29752.066115702502
11.94,29752.066115702502
11.95,49586.77685950417
11.96,342148.76033057924
11.97,932231.4049586775
11.98,1775206.6115702474
11.99,2583471.0743801654
12.0,3138842.9752066117
12.02,3158677.685950413
12.03,3163636.3636363638
12.04,3163636.3636363638
12.05,3163636.3636363638
12.06,3163636.3636363638
12.07,3158677.685950413
12.08,3143801.652892562
12.1,1943801.652892562
12.11,783471.0743801659
12.12,178512.39669421501
12.13,34710.743801653385
12.14,19834.71074380167
12.15,19834.71074380167
12.16,14876.033057851717
12.17,14876.033057851717
12.19,14876.033057851717
12.2,14876.033057851717
12.21,14876.033057851717
12.22,14876.033057851717
12.23,14876.033057851717
12.24,9917.355371900834
12.25,14876.033057851717
12.27,14876.033057851717
12.28,14876.033057851717
12.29,14876.033057851717
12.3,14876.033057851717
12.31,14876.033057851717
12.32,19834.71074380167
12.33,19834.71074380167
12.34,34710.743801653385
12.36,44628.09917355329
12.37,49586.77685950417
12.38,49586.77685950417
12.39,49586.77685950417
12.4,49586.77685950417
12.41,44628.09917355329
12.42,39669.42148760334
12.43,24793.38842975162
12.45,19834.71074380167
12.46,19834.71074380167
12.47,24793.38842975162
12.48,24793.38842975162
12.49,29752.066115702502
12.5,24793.38842975162
12.51,24793.38842975162
12.53,19834.71074380167
12.54,19834.71074380167
12.55,19834.71074380167
12.56,19834.71074380167
12.57,19834.71074380167
12.58,29752.066115702502
12.59,29752.066115702502
12.6,29752.066115702502
12.62,39669.42148760334
12.63,39669.42148760334
12.64,39669.42148760334
12.65,34710.743801653385
12.66,34710.743801653385
12.67,29752.066115702502
12.68,24793.38842975162
12.7,19834.71074380167
12.71,19834.71074380167
12.72,24793.38842975162
12.73,24793.38842975162
12.74,29752.066115702502
12.75,29752.066115702502
12.76,34710.743801653385
12.77,84297.52066115756
12.79,173553.71900826413
12.8,173553.71900826413
12.81,178512.39669421501
12.82,178512.39669421501
12.83,178512.39669421501
12.84,178512.39669421501
12.85,168595.04132231418
12.87,158677.68595041335
12.88,29752.066115702502
12.89,29752.066115702502
12.9,44628.09917355329
12.91,79338.84297520667
12.92,133884.2975206608
12.93,272727.2727272725
12.94,332231.4049586775
12.96,337190.08264462836
12.97,337190.08264462836
12.98,337190.08264462836
12.99,337190.08264462836
13.0,337190.08264462836
13.01,327272.7272727275
13.02,198347.10743801668
13.04,79338.84297520667
13.05,44628.09917355329
13.06,24793.38842975162
13.07,19834.71074380167
13.08,19834.71074380167
13.09,19834.71074380167
13.1,19834.71074380167
13.11,19834.71074380167
13.13,24793.38842975162
13.14,24793.38842975162
13.15,24793.38842975162
13.16,24793.38842975162
13.17,19834.71074380167
13.18,19834.71074380167
13.19,19834.71074380167
13.2,19834.71074380167
13.22,19834.71074380167
13.23,19834.71074380167
13.24,19834.71074380167
13.25,14876.033057851717
13.26,14876.033057851717
13.27,14876.033057851717
13.28,14876.033057851717
13.3,14876.033057851717
13.31,14876.033057851717
13.32,19834.71074380167
13.33,19834.71074380167
13.34,19834.71074380167
13.35,24793.38842975162
13.36,29752.066115702502
13.37,29752.066115702502
13.39,29752.066115702502
13.4,29752.066115702502
13.41,24793.38842975162
13.42,19834.71074380167
13.43,14876.033057851717
13.44,14876.033057851717
13.45,14876.033057851717
13.47,14876.033057851717
13.48,14876.033057851717
13.49,14876.033057851717
13.5,19834.71074380167
13.51,19834.71074380167
13.52,19834.71074380167
13.53,24793.38842975162
13.54,24793.38842975162
13.56,24793.38842975162
13.57,19834.71074380167
13.58,19834.71074380167
13.59,19834.71074380167
13.6,19834.71074380167
13.61,14876.033057851717
13.62,14876.033057851717
13.64,14876.033057851717
13.65,44628.09917355329
13.66,282644.6280991733
13.67,862809.9173553716
13.68,1606611.5702479342
13.69,2295867.7685950412
13.7,2811570.247933884
13.71,3183471.0743801654
13.73,3188429.752066116
13.74,3193388.4297520663
13.75,3193388.4297520663
13.76,3193388.4297520663
13.77,3193388.4297520663
13.78,3183471.0743801654
13.79,2880991.7355371905
13.81,2246280.991735537
13.82,1190082.6446280992
13.83,19834.71074380167
13.84,14876.033057851717
13.85,14876.033057851717
13.86,19834.71074380167
13.87,24793.38842975162
13.88,29752.066115702502
13.9,29752.066115702502
13.91,29752.066115702502
13.92,29752.066115702502
13.93,29752.066115702502
13.94,29752.066115702502
13.95,29752.066115702502
13.96,39669.42148760334
13.98,39669.42148760334
13.99,39669.42148760334
14.0,39669.42148760334
14.01,39669.42148760334
14.02,39669.42148760334
14.03,24793.38842975162
14.04,19834.71074380167
14.05,14876.033057851717
14.07,14876.033057851717
14.08,14876.033057851717
14.09,14876.033057851717
14.1,14876.033057851717
14.11,14876.033057851717
14.12,14876.033057851717
14.13,14876.033057851717
14.14,14876.033057851717
14.16,9917.355371900834
14.17,9917.355371900834
14.18,9917.355371900834
14.19,9917.355371900834
14.2,9917.355371900834
14.21,14876.033057851717
14.22,29752.066115702502
14.24,64462.80991735589
14.25,272727.2727272725
14.26,476033.05785124004
14.27,480991.73553719
14.28,480991.73553719
14.29,480991.73553719
14.3,480991.73553719
14.31,480991.73553719
14.33,476033.05785124004
14.34,461157.0247933883
14.35,168595.04132231418
14.36,59504.132231405005
14.37,39669.42148760334
14.38,24793.38842975162
14.39,19834.71074380167
14.41,19834.71074380167
14.42,14876.033057851717
14.43,19834.71074380167
14.44,39669.42148760334
14.45,1130578.5123966942
14.46,2092561.9834710746
14.47,2747107.438016529
14.48,3590082.644628099
14.5,4413223.1404958675
14.51,4651239.6694214875
14.52,4656198.347107438
14.53,4656198.347107438
14.54,4656198.347107438
14.55,4656198.347107438
14.56,4656198.347107438
14.58,4651239.6694214875
14.59,4532231.4049586775
14.6,2419834.7107438017
14.61,133884.2975206608
14.62,39669.42148760334
14.63,19834.71074380167
14.64,29752.066115702502
14.65,29752.066115702502
14.67,34710.743801653385
14.68,44628.09917355329
14.69,44628.09917355329
14.7,44628.09917355329
14.71,44628.09917355329
14.72,34710.743801653385
14.73,29752.066115702502
14.75,29752.066115702502
14.76,24793.38842975162
14.77,19834.71074380167
14.78,14876.033057851717
14.79,14876.033057851717
14.8,9917.355371900834
14.81,9917.355371900834
14.82,14876.033057851717
14.84,19834.71074380167
14.85,99173.55371900834
14.86,228099.17355371919
14.87,411570.24793388415
14.88,411570.24793388415
14.89,416528.92561983503
14.9,416528.92561983503
14.92,416528.92561983503
14.93,411570.24793388415
14.94,401652.8925619833
14.95,352066.11570247915
14.96,213223.1404958684
14.97,123966.94214876089
14.98,79338.84297520667
14.99,54545.45454545412
15.01,39669.42148760334
15.02,39669.42148760334
15.03,34710.743801653385
15.04,39669.42148760334
15.05,54545.45454545412
15.06,624793.3884297516
15.07,1209917.3553719008
15.08,1621487.603305786
15.1,1641322.3140495867
15.11,1646280.9917355375
15.12,1646280.9917355375
15.13,1646280.9917355375
15.14,1641322.3140495867
15.15,1641322.3140495867
15.16,1631404.9586776858
15.18,1204958.6776859509
15.19,485950.4132231409
15.2,89256.19834710751
15.21,34710.743801653385
15.22,19834.71074380167
15.23,188429.75206611585
15.24,188429.75206611585
15.25,193388.42975206673
15.27,193388.42975206673
15.28,193388.42975206673
15.29,188429.75206611585
15.3,183471.07438016497
15.31,123966.94214876089
15.32,19834.71074380167
15.33,14876.033057851717
15.35,14876.033057851717
15.36,14876.033057851717
15.37,14876.033057851717
15.38,14876.033057851717
15.39,19834.71074380167
15.4,29752.066115702502
15.41,644628.0991735533
15.42,1552066.1157024791
