X (RT/min),Y (Intensity)
10.94,23148.14814814832
10.95,27006.172839505598
10.96,27006.172839505598
10.97,27006.172839505598
10.98,27006.172839505598
10.99,27006.172839505598
11.0,27006.172839505598
11.02,38580.246913580224
11.03,42438.27160493843
11.04,46296.29629629664
11.05,50154.32098765392
11.06,50154.32098765392
11.07,46296.29629629664
11.08,46296.29629629664
11.1,46296.29629629664
11.11,42438.27160493843
11.12,42438.27160493843
11.13,46296.29629629664
11.14,50154.32098765392
11.15,54012.34567901213
11.16,88734.56790123507
11.18,123456.79012345709
11.19,127314.81481481437
11.2,131172.83950617258
11.21,131172.83950617258
11.22,131172.83950617258
11.23,127314.81481481437
11.24,123456.79012345709
11.26,77160.49382716045
11.27,42438.27160493843
11.28,34722.222222222015
11.29,34722.222222222015
11.3,42438.27160493843
11.31,150462.9629629627
11.32,208333.33333333302
11.34,212191.35802469123
11.35,212191.35802469123
11.36,212191.35802469123
11.37,216049.38271604944
11.38,547839.5061728396
11.39,1246141.9753086423
11.4,1728395.061728395
11.42,2411265.4320987654
11.43,3657407.407407407
11.44,3661265.4320987654
11.45,3665123.456790123
11.46,3665123.456790123
11.47,3665123.456790123
11.48,3665123.456790123
11.5,3661265.4320987654
11.51,3653549.3827160494
11.52,3267746.913580247
11.53,1477623.4567901236
11.54,65586.41975308675
11.55,50154.32098765392
11.56,50154.32098765392
11.58,54012.34567901213
11.59,65586.41975308675
11.6,192901.23456790112
11.61,204475.30864197575
11.62,204475.30864197575
11.63,204475.30864197575
11.64,204475.30864197575
11.66,204475.30864197575
11.67,204475.30864197575
11.68,200617.2839506166
11.69,173611.111111111
11.7,135030.86419753078
11.71,520833.333333333
11.72,528549.3827160494
11.74,532407.4074074076
11.75,532407.4074074076
11.76,532407.4074074076
11.77,532407.4074074076
11.78,528549.3827160494
11.79,528549.3827160494
11.8,524691.3580246912
11.82,81018.51851851866
11.83,81018.51851851866
11.84,81018.51851851866
11.85,84876.54320987593
11.86,88734.56790123507
11.87,92592.59259259235
11.88,96450.61728395056
11.89,96450.61728395056
11.91,96450.61728395056
