X (RT/min),Y (Intensity)
10.99,87837.83783783761
11.0,87837.83783783761
11.01,87837.83783783761
11.03,87837.83783783761
11.04,87837.83783783761
11.05,84459.45945945942
11.06,74324.32432432439
11.07,60810.81081081069
11.08,50675.67567567566
11.09,40540.54054054063
11.1,47297.29729729748
11.11,64189.18918918937
11.13,67567.56756756754
11.14,70945.94594594571
11.15,70945.94594594571
11.16,67567.56756756754
11.17,60810.81081081069
11.18,57432.43243243251
11.19,57432.43243243251
11.2,57432.43243243251
11.21,54054.054054053835
11.23,54054.054054053835
11.24,54054.054054053835
11.25,54054.054054053835
11.26,50675.67567567566
11.27,50675.67567567566
11.28,43918.918918918804
11.29,37162.16216216195
11.3,33783.78378378377
11.31,23648.64864864874
11.33,23648.64864864874
11.34,23648.64864864874
11.35,27027.027027026917
11.36,27027.027027026917
11.37,33783.78378378377
11.38,47297.29729729748
11.39,118243.2432432432
11.4,422297.29729729716
11.42,422297.29729729716
11.43,422297.29729729716
11.44,422297.29729729716
11.45,422297.29729729716
11.46,422297.29729729716
11.47,418918.918918919
11.48,983108.108108108
11.49,3182432.432432432
11.5,3591216.2162162163
11.52,3597972.972972973
11.53,3601351.3513513515
11.54,3601351.3513513515
11.55,3601351.3513513515
11.56,3597972.972972973
11.57,3597972.972972973
11.58,3581081.0810810807
11.59,1729729.7297297297
11.6,716216.2162162161
11.62,175675.6756756757
11.63,94594.59459459445
11.64,60810.81081081069
11.65,57432.43243243251
11.66,57432.43243243251
11.67,104729.72972972949
11.68,152027.02702702698
11.69,155405.40540540565
11.7,155405.40540540565
11.72,155405.40540540565
11.73,152027.02702702698
11.74,145270.27027027012
11.75,47297.29729729748
11.76,81081.08108108125
11.77,141891.89189189195
11.78,381756.7567567565
11.79,391891.89189189207
11.81,391891.89189189207
11.82,395270.27027027024
11.83,395270.27027027024
11.84,391891.89189189207
11.85,391891.89189189207
11.86,388513.5135135134
11.87,300675.6756756758
11.88,135135.1351351351
11.89,128378.37837837823
11.91,128378.37837837823
11.92,125000.00000000006
11.93,125000.00000000006
11.94,121621.62162162138
11.95,118243.2432432432
11.96,108108.10810810816
11.97,108108.10810810816
11.98,104729.72972972949
11.99,101351.35135135132
12.01,101351.35135135132
12.02,101351.35135135132
12.03,195945.94594594577
12.04,557432.4324324322
12.05,952702.7027027025
12.06,1520270.2702702703
12.07,2202702.7027027025
12.08,2733108.1081081084
12.09,3084459.45945946
12.11,3091216.2162162163
12.12,3091216.2162162163
12.13,3091216.2162162163
12.14,3091216.2162162163
12.15,3087837.837837838
12.16,3077702.7027027025
12.17,2719594.5945945946
12.18,1094594.5945945943
12.19,236486.4864864864
12.21,30405.405405405596
12.22,16891.891891891886
12.23,16891.891891891886
12.24,16891.891891891886
12.25,16891.891891891886
12.26,13513.513513513708
12.27,13513.513513513708
12.28,13513.513513513708
12.3,13513.513513513708
12.31,16891.891891891886
12.32,16891.891891891886
12.33,16891.891891891886
12.34,16891.891891891886
12.35,13513.513513513708
12.36,13513.513513513708
12.37,13513.513513513708
12.38,13513.513513513708
12.4,13513.513513513708
12.41,33783.78378378377
12.42,40540.54054054063
12.43,47297.29729729748
12.44,47297.29729729748
12.45,47297.29729729748
12.46,47297.29729729748
12.47,47297.29729729748
12.48,47297.29729729748
12.5,40540.54054054063
12.51,37162.16216216195
12.52,20270.270270270063
12.53,20270.270270270063
12.54,23648.64864864874
12.55,23648.64864864874
12.56,23648.64864864874
12.57,23648.64864864874
12.58,23648.64864864874
12.6,23648.64864864874
12.61,23648.64864864874
12.62,23648.64864864874
12.63,23648.64864864874
12.64,27027.027027026917
12.65,27027.027027026917
12.66,40540.54054054063
12.67,54054.054054053835
12.69,57432.43243243251
12.7,60810.81081081069
12.71,60810.81081081069
12.72,60810.81081081069
12.73,57432.43243243251
12.74,50675.67567567566
12.75,33783.78378378377
12.76,30405.405405405596
12.77,30405.405405405596
12.79,30405.405405405596
12.8,30405.405405405596
12.81,30405.405405405596
12.82,30405.405405405596
12.83,27027.027027026917
12.84,27027.027027026917
12.85,20270.270270270063
12.86,20270.270270270063
12.87,20270.270270270063
12.89,20270.270270270063
12.9,20270.270270270063
12.91,20270.270270270063
12.92,20270.270270270063
12.93,57432.43243243251
12.94,60810.81081081069
12.95,60810.81081081069
12.96,60810.81081081069
12.97,57432.43243243251
12.99,54054.054054053835
13.0,54054.054054053835
13.01,74324.32432432439
13.02,104729.72972972949
13.03,108108.10810810816
13.04,111486.48648648635
13.05,111486.48648648635
13.06,108108.10810810816
13.08,108108.10810810816
13.09,108108.10810810816
13.1,97972.97297297313
13.11,50675.67567567566
13.12,30405.405405405596
13.13,27027.027027026917
13.14,23648.64864864874
13.15,20270.270270270063
13.16,16891.891891891886
13.18,16891.891891891886
13.19,16891.891891891886
13.2,20270.270270270063
13.21,20270.270270270063
13.22,23648.64864864874
13.23,23648.64864864874
13.24,20270.270270270063
13.25,20270.270270270063
13.26,16891.891891891886
13.28,16891.891891891886
13.29,16891.891891891886
13.3,20270.270270270063
13.31,20270.270270270063
13.32,16891.891891891886
13.33,16891.891891891886
13.34,16891.891891891886
13.35,16891.891891891886
13.36,16891.891891891886
13.38,13513.513513513708
13.39,13513.513513513708
13.4,13513.513513513708
13.41,16891.891891891886
13.42,16891.891891891886
13.43,16891.891891891886
13.44,16891.891891891886
13.45,13513.513513513708
13.47,13513.513513513708
13.48,13513.513513513708
13.49,16891.891891891886
13.5,16891.891891891886
13.51,13513.513513513708
13.52,13513.513513513708
13.53,13513.513513513708
13.54,13513.513513513708
13.55,13513.513513513708
13.57,13513.513513513708
13.58,13513.513513513708
13.59,13513.513513513708
13.6,13513.513513513708
13.61,13513.513513513708
13.62,13513.513513513708
13.63,13513.513513513708
13.64,13513.513513513708
13.65,13513.513513513708
13.67,13513.513513513708
13.68,13513.513513513708
13.69,10135.135135135031
13.7,10135.135135135031
13.71,10135.135135135031
