X (RT/min),Y (Intensity)
10.94,156739.81191222556
10.96,336990.5956112854
10.97,344827.58620689623
10.98,344827.58620689623
10.99,344827.58620689623
11.0,344827.58620689623
11.01,344827.58620689623
11.03,329153.6050156746
11.04,94043.88714733534
11.05,78369.90595611185
11.06,47021.94357366674
11.07,47021.94357366674
11.08,39184.952978055924
11.09,31347.962382445112
11.11,31347.962382445112
11.12,31347.962382445112
11.13,39184.952978055924
11.14,39184.952978055924
11.15,39184.952978055924
11.16,39184.952978055924
11.18,47021.94357366674
11.19,47021.94357366674
11.2,47021.94357366674
11.21,47021.94357366674
11.22,47021.94357366674
11.23,47021.94357366674
11.24,39184.952978055924
11.26,31347.962382445112
11.27,31347.962382445112
11.28,31347.962382445112
11.29,31347.962382445112
11.3,31347.962382445112
11.31,31347.962382445112
11.32,31347.962382445112
11.34,47021.94357366674
11.35,70532.91536050104
11.36,117554.85893416964
11.37,360501.5673981197
11.38,384012.53918495215
11.39,391849.52978056483
11.41,391849.52978056483
11.42,384012.53918495215
11.43,384012.53918495215
11.44,384012.53918495215
11.45,2202194.3573667714
11.46,4067398.1191222575
11.47,5587774.294670846
11.49,7680250.78369906
11.5,7735109.717868339
11.51,7742946.70846395
11.52,7742946.70846395
11.53,7742946.70846395
11.54,7742946.70846395
11.56,7742946.70846395
11.57,7727272.7272727275
11.58,5384012.539184953
11.59,2954545.454545454
11.6,744514.1065830719
11.61,148902.82131661475
11.62,78369.90595611185
11.64,62695.924764890224
11.65,54858.93416927755
11.66,54858.93416927755
11.67,70532.91536050104
11.68,78369.90595611185
11.69,94043.88714733534
11.71,94043.88714733534
11.72,94043.88714733534
11.73,54858.93416927755
11.74,94043.88714733534
11.75,94043.88714733534
11.76,94043.88714733534
11.77,133228.84012539312
11.79,540752.3510971796
11.8,572100.3134796247
11.81,579937.3040752355
11.82,579937.3040752355
11.83,579937.3040752355
11.84,579937.3040752355
11.85,579937.3040752355
11.87,556426.3322884012
11.88,321316.6144200638
11.89,313479.6238244511
11.9,148902.82131661475
11.91,148902.82131661475
11.92,164576.80250783637
11.94,164576.80250783637
11.95,164576.80250783637
11.96,164576.80250783637
11.97,156739.81191222556
11.98,117554.85893416964
11.99,109717.86833855882
