X (RT/min),Y (Intensity)
10.99,93970.24275646037
11.01,98668.75489428373
11.02,103367.2670321064
11.03,103367.2670321064
11.04,98668.75489428373
11.05,98668.75489428373
11.06,93970.24275646037
11.07,56382.14565387623
11.09,32889.58496476147
11.1,28191.072826938114
11.11,32889.58496476147
11.12,46985.121378230186
11.13,56382.14565387623
11.14,61080.657791699574
11.15,61080.657791699574
11.17,65779.16992952226
11.18,65779.16992952226
11.19,61080.657791699574
11.2,61080.657791699574
11.21,65779.16992952226
11.22,70477.68206734561
11.23,70477.68206734561
11.25,70477.68206734561
11.26,70477.68206734561
11.27,61080.657791699574
11.28,51683.63351605354
11.29,37588.09710258415
11.3,28191.072826938114
11.31,18794.048551292075
11.33,14095.53641346939
11.34,9397.024275646037
11.35,14095.53641346939
11.36,32889.58496476147
11.37,46985.121378230186
11.38,117462.8034455758
11.39,418167.580266249
11.41,427564.60454189504
11.42,427564.60454189504
11.43,427564.60454189504
11.44,427564.60454189504
11.45,427564.60454189504
11.46,427564.60454189504
11.47,855129.2090837901
11.49,1301487.862176977
11.5,2433829.2873923257
11.51,4599843.382928739
11.52,4656225.528582615
11.53,4660924.040720439
11.54,4660924.040720439
11.55,4660924.040720439
11.57,4660924.040720439
11.58,4660924.040720439
11.59,4656225.528582615
11.6,4590446.358653093
11.61,1141738.4494909947
11.62,42286.6092404075
11.63,51683.63351605354
11.65,56382.14565387623
11.66,61080.657791699574
11.67,61080.657791699574
11.68,65779.16992952226
11.69,79874.70634299166
11.7,197337.5097885668
11.71,206734.5340642128
11.73,206734.5340642128
11.74,206734.5340642128
11.75,206734.5340642128
11.76,206734.5340642128
11.77,206734.5340642128
11.78,192638.9976507441
11.79,375880.9710258415
11.81,620203.6021926391
11.82,624902.1143304618
11.83,624902.1143304618
11.84,624902.1143304618
11.85,624902.1143304618
11.86,624902.1143304618
11.87,620203.6021926391
11.89,610806.5779169931
11.9,169146.43696162867
11.91,122161.3155833985
11.92,117462.8034455758
11.93,131558.33985904453
11.94,136256.8519968679
11.95,140955.36413469055
11.97,140955.36413469055
11.98,140955.36413469055
11.99,140955.36413469055
12.0,136256.8519968679
12.01,131558.33985904453
12.02,126859.82772122184
12.03,249021.14330462032
12.05,596711.0415035237
12.06,1386061.0806577916
12.07,3866875.4894283474
12.08,4233359.436178544
12.09,4238057.948316366
12.1,4238057.948316366
12.11,4242756.460454189
12.13,4242756.460454189
12.14,4238057.948316366
12.15,4238057.948316366
12.16,4219263.899765074
12.17,2391542.678151918
12.18,1367267.0321064994
12.19,596711.0415035237
12.21,159749.41268598265
12.22,42286.6092404075
12.23,9397.024275646037
12.24,9397.024275646037
12.25,9397.024275646037
12.26,9397.024275646037
12.27,9397.024275646037
12.29,9397.024275646037
12.3,9397.024275646037
12.31,9397.024275646037
12.32,9397.024275646037
12.33,9397.024275646037
12.34,14095.53641346939
12.35,9397.024275646037
12.37,9397.024275646037
12.38,9397.024275646037
12.39,4698.512137823352
12.4,18794.048551292075
12.41,37588.09710258415
12.42,42286.6092404075
12.43,46985.121378230186
12.45,46985.121378230186
12.46,46985.121378230186
12.47,46985.121378230186
12.48,46985.121378230186
12.49,42286.6092404075
12.5,23492.560689115428
12.51,23492.560689115428
12.53,23492.560689115428
12.54,28191.072826938114
12.55,28191.072826938114
12.56,23492.560689115428
12.57,23492.560689115428
12.58,18794.048551292075
12.59,14095.53641346939
12.61,14095.53641346939
12.62,14095.53641346939
12.63,18794.048551292075
12.64,28191.072826938114
12.65,56382.14565387623
12.66,65779.16992952226
12.67,70477.68206734561
12.69,70477.68206734561
12.7,70477.68206734561
12.71,70477.68206734561
12.72,70477.68206734561
12.73,70477.68206734561
12.74,65779.16992952226
12.75,56382.14565387623
12.77,37588.09710258415
12.78,28191.072826938114
12.79,23492.560689115428
12.8,18794.048551292075
12.81,14095.53641346939
12.82,14095.53641346939
12.83,14095.53641346939
12.85,18794.048551292075
12.86,23492.560689115428
12.87,28191.072826938114
12.88,32889.58496476147
12.89,32889.58496476147
12.9,28191.072826938114
12.91,75176.1942051683
12.93,79874.70634299166
12.94,79874.70634299166
12.95,79874.70634299166
12.96,79874.70634299166
12.97,79874.70634299166
12.98,79874.70634299166
12.99,75176.1942051683
13.01,150352.3884103366
13.02,183241.97337509805
13.03,183241.97337509805
13.04,187940.48551292074
13.05,187940.48551292074
13.06,183241.97337509805
13.07,183241.97337509805
13.09,178543.46123727472
13.1,108065.77916992977
13.11,23492.560689115428
