X (RT/min),Y (Intensity)
11.01,71038.2513661203
11.02,87431.69398907114
11.03,87431.69398907114
11.04,87431.69398907114
11.06,81967.2131147542
11.07,76502.73224043724
11.08,43715.84699453557
11.09,43715.84699453557
11.1,43715.84699453557
11.11,43715.84699453557
11.13,43715.84699453557
11.14,49180.32786885252
11.15,49180.32786885252
11.16,49180.32786885252
11.17,54644.80874316946
11.18,54644.80874316946
11.19,54644.80874316946
11.21,54644.80874316946
11.22,54644.80874316946
11.23,49180.32786885252
11.24,49180.32786885252
11.25,49180.32786885252
11.26,49180.32786885252
11.28,43715.84699453557
11.29,43715.84699453557
11.3,27322.40437158473
11.31,21857.923497267784
11.32,21857.923497267784
11.33,27322.40437158473
11.35,27322.40437158473
11.36,27322.40437158473
11.37,27322.40437158473
11.38,65573.77049180336
11.39,174863.38797814227
11.4,306010.92896174896
11.42,568306.0109289616
11.43,601092.8961748633
11.44,606557.3770491802
11.45,606557.3770491802
11.46,606557.3770491802
11.47,606557.3770491802
11.48,1524590.1639344264
11.5,2781420.7650273223
11.51,3218579.234972677
11.52,4262295.081967213
11.53,4267759.56284153
11.54,4273224.043715847
11.55,4278688.524590164
11.57,4278688.524590164
11.58,4273224.043715847
11.59,4267759.56284153
11.6,2710382.513661202
11.61,1032786.885245902
11.62,311475.4098360659
11.64,49180.32786885252
11.65,43715.84699453557
11.66,38251.36612021862
11.67,43715.84699453557
11.68,54644.80874316946
11.69,76502.73224043724
11.71,87431.69398907114
11.72,92896.17486338808
11.73,92896.17486338808
11.74,87431.69398907114
11.75,87431.69398907114
11.76,81967.2131147542
11.77,196721.31147541007
11.79,371584.69945355156
11.8,382513.66120218544
11.81,382513.66120218544
11.82,387978.1420765024
11.83,387978.1420765024
11.84,387978.1420765024
11.86,382513.66120218544
11.87,371584.69945355156
11.88,316939.89071038284
11.89,163934.4262295084
11.9,163934.4262295084
11.91,163934.4262295084
11.93,163934.4262295084
11.94,163934.4262295084
11.95,158469.94535519142
11.96,158469.94535519142
11.97,87431.69398907114
11.98,60109.28961748641
12.0,54644.80874316946
12.01,60109.28961748641
12.02,71038.2513661203
12.03,147540.98360655754
12.04,333333.3333333337
12.05,1065573.7704918028
12.06,2125683.06010929
12.08,2666666.6666666665
12.09,3524590.1639344264
12.1,4021857.9234972675
12.11,4027322.4043715843
12.12,4027322.4043715843
12.13,4032786.8852459015
12.15,4027322.4043715843
12.16,4027322.4043715843
12.17,4016393.4426229508
12.18,3519125.683060109
12.19,1393442.6229508196
12.2,81967.2131147542
12.22,27322.40437158473
12.23,21857.923497267784
12.24,21857.923497267784
12.25,21857.923497267784
12.26,21857.923497267784
12.27,21857.923497267784
12.29,21857.923497267784
12.3,16393.44262295084
12.31,16393.44262295084
12.32,16393.44262295084
12.33,21857.923497267784
12.34,21857.923497267784
12.35,21857.923497267784
12.37,21857.923497267784
12.38,21857.923497267784
12.39,16393.44262295084
12.4,16393.44262295084
12.41,21857.923497267784
12.42,27322.40437158473
12.44,38251.36612021862
12.45,43715.84699453557
12.46,38251.36612021862
12.47,38251.36612021862
12.48,38251.36612021862
12.49,32786.88524590168
12.51,27322.40437158473
12.52,21857.923497267784
12.53,21857.923497267784
12.54,21857.923497267784
12.55,21857.923497267784
12.56,21857.923497267784
12.58,21857.923497267784
12.59,21857.923497267784
12.6,21857.923497267784
12.61,21857.923497267784
12.62,21857.923497267784
12.63,21857.923497267784
12.65,21857.923497267784
12.66,21857.923497267784
12.67,54644.80874316946
12.68,60109.28961748641
12.69,65573.77049180336
12.7,60109.28961748641
12.71,60109.28961748641
12.73,60109.28961748641
12.74,54644.80874316946
12.75,38251.36612021862
12.76,21857.923497267784
12.77,21857.923497267784
12.78,21857.923497267784
12.8,21857.923497267784
12.81,21857.923497267784
12.82,27322.40437158473
12.83,27322.40437158473
12.84,32786.88524590168
12.85,32786.88524590168
12.87,21857.923497267784
12.88,32786.88524590168
12.89,27322.40437158473
12.9,27322.40437158473
12.91,27322.40437158473
12.92,38251.36612021862
12.94,38251.36612021862
12.95,43715.84699453557
12.96,43715.84699453557
12.97,43715.84699453557
12.98,60109.28961748641
12.99,98360.65573770503
13.0,420765.0273224041
13.02,431693.98907103797
13.03,437158.4699453549
13.04,437158.4699453549
13.05,437158.4699453549
13.06,437158.4699453549
13.07,437158.4699453549
13.09,431693.98907103797
13.1,322404.37158469984
13.11,136612.02185792365
13.12,71038.2513661203
13.13,38251.36612021862
13.14,27322.40437158473
13.16,21857.923497267784
13.17,21857.923497267784
13.18,16393.44262295084
13.19,16393.44262295084
13.2,21857.923497267784
13.21,21857.923497267784
13.23,21857.923497267784
13.24,21857.923497267784
13.25,27322.40437158473
13.26,32786.88524590168
13.27,38251.36612021862
13.28,38251.36612021862
13.29,38251.36612021862
13.31,38251.36612021862
13.32,38251.36612021862
13.33,27322.40437158473
13.34,27322.40437158473
13.35,21857.923497267784
13.36,21857.923497267784
13.38,21857.923497267784
13.39,21857.923497267784
13.4,21857.923497267784
13.41,21857.923497267784
13.42,27322.40437158473
13.43,27322.40437158473
13.45,27322.40437158473
13.46,27322.40437158473
13.47,27322.40437158473
13.48,27322.40437158473
13.49,21857.923497267784
13.5,16393.44262295084
13.52,16393.44262295084
13.53,16393.44262295084
13.54,16393.44262295084
13.55,16393.44262295084
13.56,16393.44262295084
13.57,16393.44262295084
13.58,16393.44262295084
13.6,16393.44262295084
13.61,16393.44262295084
13.62,16393.44262295084
13.63,16393.44262295084
13.64,16393.44262295084
13.65,16393.44262295084
13.67,16393.44262295084
13.68,16393.44262295084
13.69,10928.961748633892
13.7,10928.961748633892
13.71,10928.961748633892
13.72,16393.44262295084
13.74,21857.923497267784
13.75,60109.28961748641
13.76,333333.3333333337
13.77,595628.4153005463
13.78,1688524.5901639347
13.79,1737704.9180327873
13.81,1743169.3989071043
13.82,1748633.879781421
13.83,1748633.879781421
13.84,1748633.879781421
13.85,1748633.879781421
13.86,1737704.9180327873
13.87,1311475.4098360655
13.89,142076.5027322406
13.9,60109.28961748641
13.91,43715.84699453557
13.92,38251.36612021862
13.93,43715.84699453557
13.94,43715.84699453557
13.96,43715.84699453557
13.97,49180.32786885252
13.98,49180.32786885252
13.99,43715.84699453557
14.0,43715.84699453557
14.01,38251.36612021862
14.03,21857.923497267784
14.04,21857.923497267784
14.05,21857.923497267784
14.06,16393.44262295084
14.07,16393.44262295084
14.08,16393.44262295084
14.1,10928.961748633892
14.11,10928.961748633892
14.12,10928.961748633892
14.13,10928.961748633892
14.14,16393.44262295084
14.15,10928.961748633892
14.16,10928.961748633892
14.18,10928.961748633892
14.19,10928.961748633892
14.2,10928.961748633892
14.21,10928.961748633892
14.22,10928.961748633892
14.23,10928.961748633892
14.25,10928.961748633892
14.26,10928.961748633892
14.27,10928.961748633892
14.28,16393.44262295084
14.29,21857.923497267784
14.3,38251.36612021862
14.32,163934.4262295084
14.33,426229.508196721
14.34,546448.0874316938
14.35,551912.5683060108
14.36,551912.5683060108
14.37,551912.5683060108
14.39,551912.5683060108
14.4,551912.5683060108
14.41,546448.0874316938
14.42,387978.1420765024
14.43,109289.61748633892
14.44,49180.32786885252
14.45,32786.88524590168
14.47,27322.40437158473
14.48,27322.40437158473
14.49,27322.40437158473
14.5,27322.40437158473
14.51,38251.36612021862
14.52,87431.69398907114
14.54,267759.56284153037
14.55,1825136.6120218576
14.56,2338797.8142076507
14.57,3453551.912568306
14.58,3830601.0928961746
14.59,3836065.5737704914
14.61,3841530.054644808
14.62,3836065.5737704914
14.63,3836065.5737704914
14.64,3830601.0928961746
14.65,3677595.6284153
14.66,2174863.387978142
14.68,524590.163934426
14.69,71038.2513661203
14.7,49180.32786885252
14.71,43715.84699453557
14.72,65573.77049180336
14.73,87431.69398907114
14.74,92896.17486338808
14.76,92896.17486338808
14.77,92896.17486338808
14.78,92896.17486338808
14.79,87431.69398907114
14.8,87431.69398907114
14.81,76502.73224043724
14.83,71038.2513661203
14.84,49180.32786885252
14.85,38251.36612021862
14.86,27322.40437158473
14.87,27322.40437158473
14.88,21857.923497267784
14.9,21857.923497267784
14.91,16393.44262295084
14.92,103825.13661202198
14.93,497267.7595628413
14.94,666666.6666666666
14.95,677595.6284153005
14.97,677595.6284153005
14.98,683060.1092896175
14.99,683060.1092896175
15.0,683060.1092896175
15.01,677595.6284153005
15.02,426229.508196721
